l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class
Joseph Benavidez,Alex Perez,Joseph Benavidez,1,0,8,3.5,-5.080002,0,0,5,Southpaw vs Orthodox,-8,3.428571,5.080002,0,0,-5,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Tim Elliott,Joseph Benavidez,1,0,2,3.5,-7.619995,0,-2.539993,4,Southpaw vs Southpaw,-2,1.666667,7.619995,0,2.539993,-4,Southpaw vs Southpaw,Flyweight
Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,1,0,5,3.5,-2.540009,0,0,9,Southpaw vs Orthodox,-5,2.375,2.540009,0,0,-9,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Darren Uyenoyama,Joseph Benavidez,1,0,-5,3.5,-5.080002,0,0,20,Southpaw vs Orthodox,5,1.666667,5.080002,0,0,-20,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,John Moraga,Joseph Benavidez,1,0,-1,3.5,-5.080002,0,-2.539993,10,Southpaw vs Orthodox,1,2.714286,5.080002,0,2.539993,-10,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Sergio Pettis,Sergio Pettis,0,1,9,3.5,-5.080002,0,-10.15999,13,Southpaw vs Orthodox,-9,3.6,5.080002,0,10.15999,-13,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Jussier Formiga,Joseph Benavidez,1,0,0,3.5,-2.540009,0,-5.079987,5,Southpaw vs Orthodox,0,2.875,2.540009,0,5.079987,-5,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Jussier Formiga,Joseph Benavidez,1,0,1,3.5,-2.540009,0,-5.079987,5,Southpaw vs Orthodox,-1,2.875,2.540009,0,5.079987,-5,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Demetrious Johnson,Demetrious Johnson,0,1,2,3.5,2.539993,0,-2.539993,6,Southpaw vs Orthodox,-2,9,-2.539993,0,2.539993,-6,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Ian McCall,Joseph Benavidez,1,0,0,3.5,-2.540009,0,2.540009,18,Southpaw vs Orthodox,0,2.6,2.540009,0,-2.540009,-18,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Demetrious Johnson,Demetrious Johnson,0,1,2,3.5,2.539993,0,-2.539993,6,Southpaw vs Orthodox,-2,9,-2.539993,0,2.539993,-6,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Ian Loveland,Joseph Benavidez,1,0,-1,3.5,-10.16,-20,,8,Southpaw vs Orthodox,1,1.8,10.16,20,,-8,Orthodox vs Southpaw,Bantamweight
Joseph Benavidez,Eddie Wineland,Joseph Benavidez,1,0,0,3.5,-7.619995,-10,-10.15999,-4,Southpaw vs Orthodox,0,1.5,7.619995,10,10.15999,4,Orthodox vs Southpaw,Bantamweight
Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,1,0,4,3.5,-2.540009,0,0,9,Southpaw vs Orthodox,-4,2.375,2.540009,0,0,-9,Orthodox vs Southpaw,Flyweight
Joseph Benavidez,Zach Makovsky,Joseph Benavidez,1,0,-1,3.5,0,0,2.540009,8,Southpaw vs Southpaw,1,2.5,0,0,-2.540009,-8,Southpaw vs Southpaw,Flyweight
Joseph Gigliotti,Gerald Meerschaert,Gerald Meerschaert,0,1,-5,3.5,-5.080002,0,,-43,Orthodox vs Southpaw,5,2.058824,5.080002,0,,43,Southpaw vs Orthodox,Middleweight
Joseph Gigliotti,Trevor Smith,Trevor Smith,0,1,-13,3.5,-10.16,0,,-16,Orthodox vs Orthodox,13,1.5,10.16,0,,16,Orthodox vs Orthodox,Middleweight
Joseph Holmes,JunYong Park,JunYong Park,0,1,-4,2,15.23999,0,17.78,-10,Orthodox vs Orthodox,4,3.4,-15.23999,0,-17.78,10,Orthodox vs Orthodox,Middleweight
Joseph Holmes,Claudio Ribeiro,Claudio Ribeiro,0,1,-3,2,7.619995,0,7.619995,-3,Orthodox vs Orthodox,3,2.75,-7.619995,0,-7.619995,3,Orthodox vs Orthodox,Middleweight
Joseph Holmes,Jamie Pickett,Jamie Pickett,0,1,-7,2,5.079987,0,0,-11,Orthodox vs Orthodox,7,1.3,-5.079987,0,0,11,Orthodox vs Orthodox,Middleweight
Joseph Morales,Eric Shelton,Eric Shelton,0,1,-3,4.5,0,0,2.539993,-7,Switch vs Orthodox,3,2,0,0,-2.539993,7,Orthodox vs Switch,Flyweight
Joseph Morales,Robert Sanchez,Joseph Morales,1,0,-9,4.5,0,0,7.619995,1,Switch vs Orthodox,9,4,0,0,-7.619995,-1,Orthodox vs Switch,Flyweight
Joseph Sandoval,Walel Watson,Walel Watson,0,1,-2,1,-10.16,0,,-10,Southpaw vs Orthodox,2,1.4,10.16,0,,10,Orthodox vs Southpaw,Bantamweight
Josh Barnett,Ben Rothwell,Ben Rothwell,0,1,4,4.375,-2.539993,-15,0,-10,Orthodox vs Orthodox,-4,2.785714,2.539993,15,0,10,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Frank Mir,Josh Barnett,1,0,1,4.375,0,-14,-2.540009,14,Orthodox vs Southpaw,-1,1.636364,0,14,2.540009,-14,Southpaw vs Orthodox,Heavyweight
Josh Barnett,Randy Couture,Josh Barnett,1,0,-14,4.375,5.080002,45,7.619995,13,Orthodox vs Orthodox,14,1.727273,-5.080002,-45,-7.619995,-13,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Gan McGee,Josh Barnett,1,0,0,4.375,-17.78,-15,,25,Orthodox vs Orthodox,0,2.6,17.78,15,,-25,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Pedro Rizzo,Pedro Rizzo,0,1,-3,4.375,5.080002,9,,12,Orthodox vs Orthodox,3,1.818182,-5.080002,-9,,-12,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Bobby Hoffman,Josh Barnett,1,0,-10,4.375,2.539993,5,,-3,Orthodox vs Orthodox,10,3.6,-2.539993,-5,,3,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Travis Browne,Travis Browne,0,1,5,4.375,-7.619995,-5,-2.540009,18,Orthodox vs Orthodox,-5,2.571429,7.619995,5,2.540009,-18,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Semmy Schilt,Josh Barnett,1,0,-4,4.375,-17.78,-15,,3,Orthodox vs Orthodox,4,1.857143,17.78,15,,-3,Orthodox vs Orthodox,Heavyweight
Josh Barnett,Roy Nelson,Josh Barnett,1,0,-2,4.375,7.619995,-13,12.7,7,Orthodox vs Orthodox,2,1.571429,-7.619995,13,-12.7,-7,Orthodox vs Orthodox,Heavyweight
Josh Bryant,Kyle Noke,Kyle Noke,0,1,0,3.75,-7.619995,15,,-13,Orthodox vs Southpaw,0,2.2,7.619995,-15,,13,Southpaw vs Orthodox,Middleweight
Josh Clopton,Steven Siler,Steven Siler,0,1,6,3,-12.7,0,,-37,Orthodox vs Orthodox,-6,1.8125,12.7,0,,37,Orthodox vs Orthodox,Featherweight
Josh Clopton,Rani Yahya,Rani Yahya,0,1,4,3,0,10,,-31,Orthodox vs Orthodox,-4,2.545455,0,-10,,31,Orthodox vs Orthodox,Featherweight
Josh Copeland,Jared Rosholt,Jared Rosholt,0,1,4,3,-2.540009,0,,-2,Orthodox vs Orthodox,-4,3.5,2.540009,0,,2,Orthodox vs Orthodox,Heavyweight
Josh Copeland,Ruslan Magomedov,Ruslan Magomedov,0,1,5,3,-5.080002,23,,1,Orthodox vs Orthodox,-5,14,5.080002,-23,,-1,Orthodox vs Orthodox,Heavyweight
Josh Culibao,Jalin Turner,Jalin Turner,0,1,1,5.5,-12.7,-10,-10.16,-7,Orthodox vs Southpaw,-1,1.857143,12.7,10,10.16,7,Southpaw vs Orthodox,Lightweight
Josh Culibao,Shayilan Nuerdanbieke,Josh Culibao,1,0,-1,5.5,5.080002,0,10.16,-37,Orthodox vs Orthodox,1,3.545455,-5.080002,0,-10.16,37,Orthodox vs Orthodox,Featherweight
Josh Culibao,Lerone Murphy,Lerone Murphy,0,1,-3,5.5,2.540009,0,0,0,Orthodox vs Orthodox,3,13,-2.540009,0,0,0,Orthodox vs Orthodox,Featherweight
Josh Emmett,Jon Tuck,Josh Emmett,1,0,0,4.5,-12.7,-10,-7.619995,7,Orthodox vs Orthodox,0,2,12.7,10,7.619995,-7,Orthodox vs Orthodox,Lightweight
Josh Emmett,Jeremy Stephens,Jeremy Stephens,0,1,1,4.5,-7.619995,0,-2.539993,-25,Orthodox vs Orthodox,-1,1.473684,7.619995,0,2.539993,25,Orthodox vs Orthodox,Featherweight
Josh Emmett,Desmond Green,Desmond Green,0,1,5,4.5,-10.16,-10,-7.619995,-9,Orthodox vs Southpaw,-5,2.875,10.16,10,7.619995,9,Southpaw vs Orthodox,Lightweight
Josh Emmett,Calvin Kattar,Josh Emmett,1,0,3,4.5,-12.7,0,-5.080002,-8,Orthodox vs Orthodox,-3,3.285714,12.7,0,5.080002,8,Orthodox vs Orthodox,Featherweight
Josh Emmett,Scott Holtzman,Josh Emmett,1,0,-2,4.5,-7.619995,-10,2.540009,2,Orthodox vs Orthodox,2,2.333333,7.619995,10,-2.540009,-2,Orthodox vs Orthodox,Lightweight
Josh Emmett,Ricardo Lamas,Josh Emmett,1,0,-3,4.5,-5.080002,0,-2.539993,-6,Orthodox vs Orthodox,3,2.5,5.080002,0,2.539993,6,Orthodox vs Orthodox,Featherweight
Josh Emmett,Yair Rodriguez,Yair Rodriguez,0,1,7,4.5,-12.7,0,-2.539993,2,Orthodox vs Orthodox,-7,4,12.7,0,2.539993,-2,Orthodox vs Orthodox,Featherweight
Josh Emmett,Ilia Topuria,Ilia Topuria,0,1,12,4.5,-2.539993,0,2.540009,8,Orthodox vs Orthodox,-12,14,2.539993,0,-2.540009,-8,Orthodox vs Orthodox,Featherweight
Josh Emmett,Michael Johnson,Josh Emmett,1,0,2,4.5,-10.16,-10,-7.619995,-19,Orthodox vs Southpaw,-2,1.157895,10.16,10,7.619995,19,Southpaw vs Orthodox,Featherweight
Josh Emmett,Dan Ige,Josh Emmett,1,0,6,4.5,-2.539993,0,-2.539993,-2,Orthodox vs Orthodox,-6,2.428571,2.539993,0,2.539993,2,Orthodox vs Orthodox,Featherweight
Josh Fremd,Anthony Hernandez,Anthony Hernandez,0,1,0,2.2,10.15999,0,2.539993,3,Orthodox vs Orthodox,0,5.5,-10.15999,0,-2.539993,-3,Orthodox vs Orthodox,Middleweight
Josh Fremd,Tresean Gore,Tresean Gore,0,1,0,2.2,10.15999,0,2.539993,9,Orthodox vs Switch,0,2.5,-10.15999,0,-2.539993,-9,Switch vs Orthodox,Middleweight
Josh Fremd,Jamie Pickett,Josh Fremd,1,0,-5,2.2,5.079987,0,-10.16,-7,Orthodox vs Orthodox,5,1.3,-5.079987,0,10.16,7,Orthodox vs Orthodox,Middleweight
Josh Fremd,Roman Kopylov,Roman Kopylov,0,1,-3,2.2,10.15999,0,2.539993,2,Orthodox vs Southpaw,3,6,-10.15999,0,-2.539993,-2,Southpaw vs Orthodox,Middleweight
Josh Grispi,Rani Yahya,Rani Yahya,0,1,-4,2.8,12.7,10,17.78001,-20,Orthodox vs Orthodox,4,2.545455,-12.7,-10,-17.78001,20,Orthodox vs Orthodox,Featherweight
Josh Grispi,Andy Ogle,Andy Ogle,0,1,0,2.8,7.619995,0,12.70001,4,Orthodox vs Orthodox,0,1.5,-7.619995,0,-12.70001,-4,Orthodox vs Orthodox,Featherweight
Josh Grispi,Dustin Poirier,Dustin Poirier,0,1,1,2.8,5.080002,-10,5.080002,-18,Orthodox vs Southpaw,-1,3.625,-5.080002,10,-5.080002,18,Southpaw vs Orthodox,Featherweight
Josh Grispi,George Roop,George Roop,0,1,-7,2.8,-5.080002,10,5.080002,-9,Orthodox vs Orthodox,7,1.153846,5.080002,-10,-5.080002,9,Orthodox vs Orthodox,Featherweight
Josh Haynes,Rory Singer,Rory Singer,0,1,-1,1.272727,-12.70001,-15,,5,Orthodox vs Orthodox,1,1.222222,12.70001,15,,-5,Orthodox vs Orthodox,Middleweight
Josh Koscheck,Chris Lytle,Josh Koscheck,1,0,-3,1.545455,-2.539993,0,12.7,-21,Orthodox vs Orthodox,3,1.722222,2.539993,0,-12.7,21,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Robbie Lawler,Robbie Lawler,0,1,5,1.545455,-2.539993,0,-2.540009,-18,Orthodox vs Southpaw,-5,1.875,2.539993,0,2.540009,18,Southpaw vs Orthodox,Welterweight
Josh Koscheck,Dave Menne,Josh Koscheck,1,0,-3,1.545455,0,0,,-34,Orthodox vs Orthodox,3,2.647059,0,0,,34,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Paulo Thiago,Paulo Thiago,0,1,3,1.545455,-2.539993,0,-2.540009,1,Orthodox vs Orthodox,-3,2,2.539993,0,2.540009,-1,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Diego Sanchez,Josh Koscheck,1,0,4,1.545455,0,0,2.539993,-16,Orthodox vs Southpaw,-4,2.384615,0,0,-2.539993,16,Southpaw vs Orthodox,Welterweight
Josh Koscheck,Pete Spratt,Josh Koscheck,1,0,-7,1.545455,2.540009,0,,-20,Orthodox vs Orthodox,7,1.086957,-2.540009,0,,20,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Chris Sanford,Josh Koscheck,1,0,-10,1.545455,-2.539993,-15,,22,Orthodox vs Orthodox,10,5,2.539993,15,,-22,Orthodox vs Orthodox,Middleweight
Josh Koscheck,Tyron Woodley,Tyron Woodley,0,1,4,1.545455,2.540009,0,-2.540009,2,Orthodox vs Orthodox,-4,2.714286,-2.540009,0,2.540009,-2,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Georges St-Pierre,Georges St-Pierre,0,1,4,1.545455,-2.539993,-15,-7.619995,0,Orthodox vs Orthodox,-4,13,2.539993,15,7.619995,0,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Erick Silva,Erick Silva,0,1,7,1.545455,-5.080002,0,-2.540009,0,Orthodox vs Orthodox,-7,2.111111,5.080002,0,2.540009,0,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Frank Trigg,Josh Koscheck,1,0,-6,1.545455,2.540009,0,5.080002,-2,Orthodox vs Southpaw,6,2.333333,-2.540009,0,-5.080002,2,Southpaw vs Orthodox,Welterweight
Josh Koscheck,Mike Pierce,Josh Koscheck,1,0,3,1.545455,5.080002,0,5.080002,4,Orthodox vs Orthodox,-3,2.428571,-5.080002,0,-5.080002,-4,Orthodox vs Orthodox,Welterweight
Josh Koscheck,Yoshiyuki Yoshida,Josh Koscheck,1,0,-3,1.545455,-2.539993,0,7.619995,1,Orthodox vs Southpaw,3,2,2.539993,0,-7.619995,-1,Southpaw vs Orthodox,Welterweight
Josh Koscheck,Georges St-Pierre,Georges St-Pierre,0,1,3,1.545455,-2.539993,-15,-7.619995,0,Orthodox vs Orthodox,-3,13,2.539993,15,7.619995,0,Orthodox vs Orthodox,Welterweight
Josh Neer,Mike Pyle,Mike Pyle,0,1,-7,2.25,-2.540009,0,-5.080002,11,Orthodox vs Orthodox,7,1.928571,2.540009,0,5.080002,-11,Orthodox vs Orthodox,Welterweight
Josh Neer,Joe Stevenson,Josh Neer,1,0,0,2.25,10.16,25,5.080002,3,Orthodox vs Orthodox,0,2.0625,-10.16,-25,-5.080002,-3,Orthodox vs Orthodox,Welterweight
Josh Neer,Gleison Tibau,Gleison Tibau,0,1,0,2.25,2.539993,15,2.540009,5,Orthodox vs Southpaw,0,2.357143,-2.539993,-15,-2.540009,-5,Southpaw vs Orthodox,Lightweight
Josh Neer,Din Thomas,Josh Neer,1,0,-6,2.25,5.080002,15,,17,Orthodox vs Orthodox,6,2.888889,-5.080002,-15,,-17,Orthodox vs Orthodox,Lightweight
Josh Neer,Kurt Pellegrino,Kurt Pellegrino,0,1,-4,2.25,7.619995,15,5.080002,29,Orthodox vs Orthodox,4,2.285714,-7.619995,-15,-5.080002,-29,Orthodox vs Orthodox,Lightweight
Josh Neer,Keith Wisniewski,Josh Neer,1,0,-1,2.25,-2.540009,0,,9,Orthodox vs Orthodox,1,1.866667,2.540009,0,,-9,Orthodox vs Orthodox,Welterweight
Josh Parisian,Jamal Pogues,Jamal Pogues,0,1,6,2.142857,2.539993,60,5.080002,8,Orthodox vs Orthodox,-6,2.5,-2.539993,-60,-5.080002,-8,Orthodox vs Orthodox,Heavyweight
Josh Parisian,Parker Porter,Parker Porter,0,1,-4,2.142857,10.15999,0,10.16,-1,Orthodox vs Orthodox,4,1.555556,-10.15999,0,-10.16,1,Orthodox vs Orthodox,Heavyweight
Josh Quinlan,Trey Waters,Trey Waters,0,1,2,6,-12.7,0,-12.7,-2,Orthodox vs Orthodox,-2,8,12.7,0,12.7,2,Orthodox vs Orthodox,Welterweight
Josh Quinlan,Jason Witt,Josh Quinlan,1,0,-6,6,5.080002,0,5.080002,-21,Orthodox vs Orthodox,6,2.111111,-5.080002,0,-5.080002,21,Orthodox vs Orthodox,Catch Weight
Josh Sampo,Justin Scoggins,Justin Scoggins,0,1,7,2.2,-7.619995,0,-5.080002,0,Orthodox vs Southpaw,-7,2.2,7.619995,0,5.080002,0,Southpaw vs Orthodox,Flyweight
Joshua Burkman,Mike Swick,Mike Swick,0,1,-1,1.75,-7.619995,0,-12.7,23,Orthodox vs Orthodox,1,2.5,7.619995,0,12.7,-23,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Patrick Cote,Patrick Cote,0,1,0,1.75,-2.539993,0,-7.619995,10,Orthodox vs Orthodox,0,2.090909,2.539993,0,7.619995,-10,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Josh Neer,Joshua Burkman,1,0,3,1.75,-2.539993,0,0,-8,Orthodox vs Orthodox,-3,2.25,2.539993,0,0,8,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Alex Morono,Alex Morono,0,1,10,1.75,-2.539993,0,0,13,Orthodox vs Orthodox,-10,2.875,2.539993,0,0,-13,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Karo Parisyan,Karo Parisyan,0,1,3,1.75,0,0,0,9,Orthodox vs Orthodox,-3,2.181818,0,0,0,-9,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Jon Fitch,Jon Fitch,0,1,-3,1.75,-5.080002,0,-5.080002,7,Orthodox vs Orthodox,3,4.285714,5.080002,0,5.080002,-7,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Sammy Morgan,Joshua Burkman,1,0,1,1.75,0,0,,14,Orthodox vs Orthodox,-1,1.5,0,0,,-14,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Dong Hyun Kim,Dong Hyun Kim,0,1,2,1.75,-10.16,0,-10.15999,18,Orthodox vs Southpaw,-2,5.5,10.16,0,10.15999,-18,Southpaw vs Orthodox,Welterweight
Joshua Burkman,Michel Prazeres,Michel Prazeres,0,1,1,1.75,10.16,0,12.70001,14,Orthodox vs Orthodox,-1,6.5,-10.16,0,-12.70001,-14,Orthodox vs Orthodox,Lightweight
Joshua Burkman,Chad Reiner,Joshua Burkman,1,0,1,1.75,-2.539993,0,,-7,Orthodox vs Orthodox,-1,1.833333,2.539993,0,,7,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Dustin Hazelett,Dustin Hazelett,0,1,6,1.75,-7.619995,0,-10.15999,25,Orthodox vs Orthodox,-6,1.714286,7.619995,0,10.15999,-25,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Drew Dober,Drew Dober,0,1,9,1.75,5.080002,15,5.080002,6,Orthodox vs Southpaw,-9,2.166667,-5.080002,-15,-5.080002,-6,Southpaw vs Orthodox,Lightweight
Joshua Burkman,Zak Ottow,Zak Ottow,0,1,7,1.75,-2.539993,0,0,20,Orthodox vs Orthodox,-7,2.428571,2.539993,0,0,-20,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Paul Felder,Paul Felder,0,1,4,1.75,-2.539993,15,5.080002,21,Orthodox vs Orthodox,-4,2.833333,2.539993,-15,-5.080002,-21,Orthodox vs Orthodox,Lightweight
Joshua Burkman,Forrest Petz,Joshua Burkman,1,0,-5,1.75,2.540009,0,2.540009,8,Orthodox vs Orthodox,5,2.6,-2.540009,0,-2.540009,-8,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Pete Sell,Pete Sell,0,1,2,1.75,-2.539993,0,-7.619995,27,Orthodox vs Orthodox,-2,1.428571,2.539993,0,7.619995,-27,Orthodox vs Orthodox,Welterweight
Joshua Burkman,Drew Fickett,Joshua Burkman,1,0,-1,1.75,0,15,5.080002,-19,Orthodox vs Orthodox,1,2,0,-15,-5.080002,19,Orthodox vs Orthodox,Welterweight
Joshua Burkman,KJ Noons,Joshua Burkman,1,0,2,1.75,0,15,5.080002,22,Orthodox vs Orthodox,-2,1.444444,0,-15,-5.080002,-22,Orthodox vs Orthodox,Lightweight
Joshua Van,Zhalgas Zhumagulov,Joshua Van,1,0,-13,8,2.540009,0,-2.539993,-14,Orthodox vs Switch,13,1.555556,-2.540009,0,2.539993,14,Switch vs Orthodox,Flyweight
Josiane Nunes,Ramona Pascual,Josiane Nunes,1,0,-5,10,-12.7,10,2.539993,0,Southpaw vs Southpaw,5,1.2,12.7,-10,-2.539993,0,Southpaw vs Southpaw,"Women's Featherweight"
Journey Newson,Ricardo Ramos,Ricardo Ramos,0,1,7,2,-10.15999,-10,-12.70001,-6,Orthodox vs Orthodox,-7,3.2,10.15999,10,12.70001,6,Orthodox vs Orthodox,Bantamweight
JP Buys,Bruno Silva,Bruno Silva,0,1,-7,1.5,-17.78,-50,-17.78001,-17,Orthodox vs Orthodox,7,2.555556,17.78,50,17.78001,17,Orthodox vs Orthodox,Flyweight
JP Buys,Montel Jackson,Montel Jackson,0,1,-4,1.5,-12.7,0,-20.32001,0,Orthodox vs Southpaw,4,6.5,12.7,0,20.32001,0,Southpaw vs Orthodox,Bantamweight
JP Buys,Marcus McGhee,Marcus McGhee,0,1,-6,1.5,-7.619995,0,-5.080002,6,Orthodox vs Orthodox,6,8,7.619995,0,5.080002,-6,Orthodox vs Orthodox,Bantamweight
JP Buys,Cody Durden,Cody Durden,0,1,-5,1.5,-5.079987,10,0,-5,Orthodox vs Southpaw,5,4,5.079987,-10,0,5,Southpaw vs Orthodox,Flyweight
Juan Adams,Justin Tafa,Justin Tafa,0,1,2,1.666667,12.7,1,15.23999,-2,Orthodox vs Southpaw,-2,2.333333,-12.7,-1,-15.23999,2,Southpaw vs Orthodox,Heavyweight
Juan Adams,Arjan Bhullar,Arjan Bhullar,0,1,-5,1.666667,10.16,20,12.7,-2,Orthodox vs Orthodox,5,9,-10.16,-20,-12.7,2,Orthodox vs Orthodox,Heavyweight
