l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win
Ivan Menjivar,Charlie Valencia,Ivan Menjivar,1,29,12,24,8,0,0,0,0,0,10,5,10,5,0,0,0,0,13,0,KO/TKO,3,1,1:30,1,0
Ivan Menjivar,Wilson Reis,Wilson Reis,0,123,86,62,29,0,0,0,0,0,150,78,96,33,6,4,0,0,0,423,Decision,3,3,5:00,0,1
Ivan Menjivar,Nick Pace,Ivan Menjivar,0,208,87,181,61,1,0,0,0,0,121,34,116,31,4,2,1,0,1,184,Decision,3,3,5:00,1,0
Ivan Menjivar,Matt Serra,Matt Serra,0,68,59,16,8,2,0,2,0,0,108,67,40,14,7,6,0,0,7,798,Decision,3,3,5:00,0,1
Ivan Salaverry,Andrei Semenov,Ivan Salaverry,0,190,156,72,43,2,2,8,0,0,46,5,46,5,2,1,1,0,355,105,KO/TKO,3,3,2:27,1,0
Jacare Souza,Robert Whittaker,Robert Whittaker,0,40,13,36,9,3,1,0,0,1,112,57,110,55,0,0,0,0,49,25,KO/TKO,3,2,3:28,0,1
Jacare Souza,Chris Weidman,Jacare Souza,1,158,100,132,74,0,0,0,0,0,201,76,193,68,1,1,0,0,7,43,KO/TKO,3,3,2:46,1,0
Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,0,212,149,137,83,2,1,0,0,0,141,48,124,32,20,3,0,1,79,408,Decision,3,3,5:00,1,0
Jack Della Maddalena,Danny Roberts,Jack Della Maddalena,2,68,41,60,33,0,0,0,0,0,33,5,33,5,1,0,0,0,34,15,KO/TKO,3,1,3:24,1,0
Jack Della Maddalena,Ramazan Emeev,Jack Della Maddalena,1,36,18,36,18,0,0,0,0,0,24,7,24,7,2,1,1,0,3,25,KO/TKO,3,1,2:32,1,0
Jack Della Maddalena,Kevin Holland,Jack Della Maddalena,0,190,105,190,105,0,0,0,0,0,356,127,356,127,2,0,0,0,0,0,Decision,3,3,5:00,1,0
Jack Della Maddalena,Pete Rodriguez,Jack Della Maddalena,1,81,43,81,43,0,0,0,0,0,69,25,69,25,0,0,0,0,1,0,KO/TKO,3,1,2:59,1,0
Jack Hermansson,Thiago Santos,Thiago Santos,0,28,5,28,5,2,0,0,0,1,80,29,79,28,0,0,0,0,35,3,KO/TKO,3,1,4:59,0,1
Jack Hermansson,Marvin Vettori,Marvin Vettori,0,365,139,346,122,7,2,0,0,1,376,202,334,164,1,0,1,1,28,347,Decision,5,5,5:00,0,1
Jack Hermansson,Alex Nicholson,Jack Hermansson,0,47,39,29,23,1,1,0,0,0,6,3,4,1,0,0,1,0,98,0,KO/TKO,3,1,2:00,1,0
Jack Hermansson,Sean Strickland,Sean Strickland,0,353,137,353,137,8,0,0,0,0,338,161,330,153,0,0,0,0,31,0,Decision,5,5,5:00,0,1
Jack Hermansson,Edmen Shahbazyan,Jack Hermansson,0,192,141,100,55,6,3,0,0,0,94,42,92,40,0,0,1,1,431,111,Decision,3,3,5:00,1,0
Jack Hermansson,Jacare Souza,Jack Hermansson,0,496,256,372,148,10,3,1,0,0,205,120,175,90,3,0,0,0,412,29,Decision,5,5,5:00,1,0
Jack Hermansson,Brad Scott,Jack Hermansson,0,65,49,54,38,1,1,0,0,0,4,0,4,0,0,0,1,0,152,0,KO/TKO,3,1,3:50,1,0
Jack Hermansson,Gerald Meerschaert,Jack Hermansson,0,73,53,59,41,2,1,1,0,0,2,1,2,1,2,0,0,1,238,15,Submission,3,1,4:25,1,0
Jack Hermansson,Thales Leites,Jack Hermansson,0,71,49,56,35,3,3,1,0,0,27,20,17,11,9,3,3,0,126,461,KO/TKO,3,3,2:10,1,0
Jack Jenkins,Chepe Mariscal,Chepe Mariscal,0,70,43,68,41,1,0,0,0,0,143,87,87,38,1,1,0,0,7,166,KO/TKO,3,2,3:19,0,1
Jack Jenkins,Don Shainis,Jack Jenkins,0,150,100,123,82,5,4,0,0,0,187,128,102,50,3,1,2,2,360,136,Decision,3,3,5:00,1,0
Jack Marshman,Sean Strickland,Sean Strickland,0,252,48,252,48,0,0,0,0,0,227,106,227,106,0,0,0,0,0,0,Decision,3,3,5:00,0,1
Jack Marshman,Thiago Santos,Thiago Santos,1,51,11,46,6,0,0,0,0,1,76,32,71,27,2,1,0,0,4,100,KO/TKO,3,2,2:21,0,1
Jack Marshman,John Phillips,Jack Marshman,0,149,31,149,31,0,0,0,0,1,99,35,95,32,0,0,0,0,0,36,Decision,3,3,5:00,1,0
Jack Marshman,Edmen Shahbazyan,Edmen Shahbazyan,0,7,0,7,0,0,0,0,0,0,24,13,24,13,1,1,1,0,0,33,Submission,3,1,1:12,0,1
Jack Marshman,Karl Roberson,Karl Roberson,0,108,30,98,21,0,0,0,0,0,135,90,71,34,3,2,0,0,0,306,Decision,3,3,5:00,0,1
Jack McGlaughlin,Joel Sutton,Joel Sutton,,,,,,,,,,,,,,,,,,,0,0,KO/TKO,1,1,2:01,0,1
Jack Shore,Ricky Simon,Ricky Simon,0,52,27,44,19,3,0,0,0,1,59,46,38,25,8,2,1,0,13,246,Submission,3,2,3:28,0,1
Jack Shore,Timur Valiev,Jack Shore,2,128,87,107,70,7,3,0,0,0,155,75,150,72,3,2,1,0,282,123,Decision,3,3,5:00,1,0
Jackie Lee,Nick Sanzo,Nick Sanzo,,,,,,,,,,,,,,,,,,,0,0,KO/TKO,1,1,0:48,0,1
Jacob Kilburn,Billy Quarantillo,Billy Quarantillo,0,9,6,6,3,0,0,0,0,0,165,139,86,74,1,1,5,0,13,445,Submission,3,2,3:18,0,1
Jacob Kilburn,Austin Lingo,Austin Lingo,0,216,78,201,64,18,1,1,0,1,197,110,182,95,2,1,0,0,69,228,Decision,3,3,5:00,0,1
Jacob Malkoun,Abdul Razak Alhassan,Jacob Malkoun,0,135,91,55,27,24,8,2,0,0,59,32,47,21,0,0,0,0,701,2,Decision,3,3,5:00,1,0
Jacob Malkoun,Nick Maximov,Jacob Malkoun,0,214,129,164,83,13,9,0,0,0,124,56,102,34,0,0,0,0,457,4,Decision,3,3,5:00,1,0
Jacqueline Cavalcanti,Zarah Fairn,Jacqueline Cavalcanti,0,222,127,221,126,1,0,0,0,0,259,39,259,39,2,0,0,0,8,4,Decision,3,3,5:00,1,0
Jafel Filho,Muhammad Mokaev,Muhammad Mokaev,0,87,54,37,9,0,0,2,1,0,104,79,30,16,8,4,2,0,50,495,Submission,3,3,4:32,0,1
Jai Herbert,Francisco Trinaldo,Francisco Trinaldo,1,90,37,70,21,0,0,0,0,1,66,37,58,30,3,2,2,1,200,198,KO/TKO,3,3,1:30,0,1
Jai Herbert,Kyle Nelson,Jai Herbert,0,116,84,64,36,1,0,0,0,0,77,55,62,41,4,0,0,0,357,186,Decision,3,3,5:00,1,0
Jai Herbert,Renato Moicano,Renato Moicano,0,38,18,25,7,0,0,0,0,0,83,61,41,26,7,5,1,0,8,455,Submission,3,2,4:34,0,1
Jai Herbert,Fares Ziam,Fares Ziam,0,150,58,134,49,6,0,0,0,0,153,96,113,61,5,1,0,0,252,90,Decision,3,3,5:00,0,1
Jai Herbert,Ilia Topuria,Ilia Topuria,1,94,50,63,22,0,0,0,0,1,55,31,41,20,4,1,0,0,7,161,KO/TKO,3,2,1:07,0,1
Jai Herbert,Khama Worthy,Jai Herbert,1,47,25,46,24,0,0,0,0,0,21,11,21,11,0,0,0,0,5,0,KO/TKO,3,1,2:47,1,0
Jailton Almeida,Anton Turkalj,Jailton Almeida,0,31,23,24,17,3,3,2,0,0,22,19,1,1,0,0,0,0,254,0,Submission,3,1,4:27,1,0
Jailton Almeida,Parker Porter,Jailton Almeida,0,58,36,34,18,2,1,1,0,0,0,0,0,0,0,0,0,0,269,0,Submission,3,1,4:35,1,0
Jailton Almeida,Danilo Marques,Jailton Almeida,0,60,37,51,30,2,2,0,0,0,2,2,0,0,0,0,0,0,168,0,KO/TKO,3,1,2:57,1,0
Jailton Almeida,Jairzinho Rozenstruik,Jailton Almeida,0,19,14,7,4,2,1,1,0,0,6,3,2,0,0,0,0,0,189,0,Submission,5,1,3:43,1,0
Jairzinho Rozenstruik,Augusto Sakai,Jairzinho Rozenstruik,1,29,16,29,16,0,0,0,0,0,14,3,14,3,0,0,0,0,2,0,KO/TKO,5,1,4:59,1,0
Jairzinho Rozenstruik,Alexander Volkov,Alexander Volkov,0,18,6,18,6,0,0,0,0,0,37,21,37,21,0,0,0,0,0,0,KO/TKO,5,1,2:12,0,1
Jake Collier,Gian Villante,Jake Collier,0,277,126,272,123,0,0,0,0,0,198,81,197,80,0,0,0,0,2,0,Decision,3,3,5:00,1,0
Jake Collier,Dongi Yang,Dongi Yang,1,48,29,41,22,1,0,0,0,0,76,54,42,29,6,1,0,0,107,117,KO/TKO,3,2,1:50,0,1
Jake Collier,Marcel Fortuna,Jake Collier,0,279,124,247,94,2,0,0,2,0,146,65,140,59,9,1,1,0,71,67,Decision,3,3,5:00,1,0
Jake Collier,Vitor Miranda,Vitor Miranda,0,44,22,35,15,3,2,1,0,0,26,19,21,14,0,0,0,0,184,1,KO/TKO,3,1,4:59,0,1
Jake Collier,Chase Sherman,Jake Collier,0,50,20,49,20,1,1,1,0,0,17,10,17,10,0,0,0,0,67,0,Submission,3,1,2:26,1,0
Jake Collier,Alberto Uda,Jake Collier,1,61,34,54,27,5,1,0,0,0,40,28,27,15,2,1,0,1,156,83,KO/TKO,3,2,1:06,1,0
Jake Collier,Mohammed Usman,Mohammed Usman,0,198,100,183,87,0,0,2,0,0,234,118,191,85,3,1,0,0,53,187,Decision,3,3,5:00,0,1
Jake Collier,Carlos Felipe,Carlos Felipe,0,281,130,281,130,1,0,0,0,0,192,94,192,94,0,0,0,0,0,2,Decision,3,3,5:00,0,1
Jake Ellenberger,Jorge Masvidal,Jorge Masvidal,0,31,11,31,11,1,0,0,0,0,70,50,63,44,0,0,0,0,3,38,KO/TKO,3,1,4:05,0,1
Jake Ellenberger,Sean Pierson,Jake Ellenberger,1,19,9,19,9,1,1,0,0,0,14,3,14,3,0,0,0,0,8,0,KO/TKO,3,1,2:42,1,0
Jake Ellenberger,Tarec Saffiedine,Tarec Saffiedine,0,109,39,99,30,4,0,0,0,0,135,58,131,54,1,0,0,0,54,61,Decision,3,3,5:00,0,1
Jake Ellenberger,Kelvin Gastelum,Kelvin Gastelum,0,27,12,24,10,1,1,0,0,0,49,29,36,16,2,1,1,1,3,116,Submission,3,1,4:46,0,1
Jake Ellenberger,Mike Pyle,Jake Ellenberger,1,56,30,39,15,2,2,0,0,0,34,29,8,5,1,0,1,0,278,0,KO/TKO,3,2,0:22,1,0
Jake Ellenberger,John Howard,Jake Ellenberger,0,138,92,67,38,7,5,0,0,0,60,42,34,17,1,0,1,0,544,10,"TKO - Doctor's Stoppage",3,3,2:21,1,0
Jake Ellenberger,Robbie Lawler,Robbie Lawler,0,90,30,89,29,3,2,0,0,1,159,72,155,68,1,0,0,1,46,70,KO/TKO,3,3,3:06,0,1
Jake Ellenberger,Martin Kampmann,Martin Kampmann,1,64,27,50,19,0,0,0,0,1,34,16,31,13,1,0,0,0,248,29,KO/TKO,5,2,1:40,0,1
Jake Ellenberger,Jake Shields,Jake Ellenberger,1,17,10,16,9,0,0,0,0,0,13,1,13,1,1,0,0,0,4,7,KO/TKO,3,1,0:53,1,0
Jake Ellenberger,Josh Koscheck,Jake Ellenberger,0,64,26,52,15,0,0,1,0,0,55,21,40,7,6,1,0,0,22,212,Submission,3,2,4:20,1,0
Jake Ellenberger,Jay Hieron,Jake Ellenberger,0,83,27,81,25,4,2,0,0,0,139,43,127,32,2,0,0,0,65,0,Decision,3,3,5:00,1,0
Jake Ellenberger,Stephen Thompson,Stephen Thompson,1,23,14,14,5,1,0,0,0,2,47,29,35,20,3,1,0,0,1,116,KO/TKO,5,1,4:29,0,1
Jake Ellenberger,Ben Saunders,Ben Saunders,0,12,7,9,5,0,0,0,0,1,22,11,21,10,0,0,0,0,40,0,KO/TKO,3,1,1:56,0,1
Jake Ellenberger,Mike Perry,Mike Perry,0,44,20,41,17,4,1,0,0,2,57,28,55,26,0,0,0,0,28,9,KO/TKO,3,2,1:05,0,1
Jake Ellenberger,Rory MacDonald,Rory MacDonald,0,106,27,97,19,3,1,0,0,0,120,48,118,46,1,0,0,0,63,0,Decision,3,3,5:00,0,1
Jake Ellenberger,Nate Marquardt,Jake Ellenberger,1,25,13,25,13,0,0,0,0,0,23,13,23,13,0,0,0,0,3,0,KO/TKO,3,1,3:00,1,0
Jake Ellenberger,Diego Sanchez,Jake Ellenberger,1,141,78,124,62,8,2,0,0,0,158,63,114,29,1,0,0,0,102,68,Decision,3,3,5:00,1,0
Jake Hadley,Allan Nascimento,Allan Nascimento,0,47,26,29,8,0,0,1,1,0,69,36,52,19,4,2,0,3,230,567,Decision,3,3,5:00,0,1
Jake Hecht,TJ Waldburger,TJ Waldburger,0,5,2,5,2,0,0,0,0,0,3,3,3,3,1,1,1,0,3,6,Submission,3,1,0:55,0,1
Jake Hecht,Sean Pierson,Sean Pierson,0,111,48,99,37,7,3,0,0,0,158,89,109,41,2,1,1,1,172,239,Decision,3,3,5:00,0,1
Jake Lindsey,Jon Tuck,Jon Tuck,0,144,117,75,49,2,0,0,0,0,126,86,83,46,5,3,0,0,148,384,KO/TKO,3,3,2:47,0,1
Jake Matthews,Anthony Rocco Martin,Anthony Rocco Martin,0,78,27,75,24,1,0,1,1,0,94,33,86,25,0,0,1,1,38,70,Submission,3,3,1:19,0,1
Jake Matthews,Emil Meek,Jake Matthews,1,112,71,73,33,7,4,0,0,0,162,85,118,50,1,0,0,0,507,4,Decision,3,3,5:00,1,0
Jake Matthews,Vagner Rocha,Jake Matthews,0,69,32,63,26,2,1,1,0,0,33,17,30,14,0,0,0,0,56,28,Submission,3,2,1:52,1,0
Jake Matthews,James Vick,James Vick,0,28,4,28,4,2,1,0,0,0,35,19,26,10,1,0,1,0,90,7,Submission,3,1,4:53,0,1
Jake Matthews,Bojan Velickovic,Jake Matthews,0,69,50,34,20,11,4,0,1,0,163,113,48,24,1,1,1,2,427,278,Decision,3,3,5:00,1,0
Jake Matthews,Matthew Semelsberger,Matthew Semelsberger,0,140,74,89,32,2,1,1,0,3,129,54,116,45,5,3,0,0,102,256,Decision,3,3,5:00,0,1
Jake Matthews,Diego Sanchez,Jake Matthews,1,174,93,148,72,2,1,0,0,0,95,38,81,25,1,0,0,0,292,0,Decision,3,3,5:00,1,0
"Jake O'Brien",Cain Velasquez,Cain Velasquez,0,1,1,1,1,0,0,0,0,0,83,79,26,24,1,1,0,0,0,113,KO/TKO,3,1,2:02,0,1
"Jake O'Brien",Josh Shockman,"Jake O'Brien",0,132,106,31,13,13,10,0,0,0,83,50,40,13,0,0,0,0,622,27,Decision,3,3,5:00,1,0
"Jake O'Brien",Christian Wellisch,"Jake O'Brien",1,122,61,84,25,11,9,0,0,0,200,67,179,46,1,0,0,0,314,4,Decision,3,3,5:00,1,0
Jake Shields,Georges St-Pierre,Georges St-Pierre,0,423,96,401,78,6,0,0,0,0,252,92,245,85,3,2,0,0,20,47,Decision,5,5,5:00,0,1
Jake Shields,Tyron Woodley,Jake Shields,0,267,132,211,82,18,0,0,0,0,131,97,94,60,0,0,0,0,246,125,Decision,3,3,5:00,1,0
Jalin Turner,Brok Weaver,Jalin Turner,2,156,70,152,66,1,1,1,0,0,85,60,80,56,6,1,0,1,107,28,Submission,3,2,4:20,1,0
Jamahal Hill,Ovince Saint Preux,Jamahal Hill,0,128,68,128,68,0,0,0,0,0,73,37,72,36,0,0,0,0,15,0,KO/TKO,3,2,3:37,1,0
Jamahal Hill,Darko Stosic,Jamahal Hill,0,236,102,233,101,0,0,0,0,0,81,32,72,31,9,6,0,0,2,139,Decision,3,3,5:00,1,0
Jamahal Hill,Johnny Walker,Jamahal Hill,1,20,7,19,6,0,0,0,0,0,25,12,25,12,0,0,0,0,3,22,KO/TKO,5,1,2:55,1,0
Jamahal Hill,Thiago Santos,Jamahal Hill,0,194,130,152,89,0,0,0,0,0,98,56,94,53,20,6,0,0,86,354,KO/TKO,5,4,2:31,1,0
Jamahal Hill,Glover Teixeira,Jamahal Hill,0,419,248,402,232,0,0,0,1,0,196,108,160,75,17,2,0,0,206,206,Decision,5,5,5:00,1,0
Jamall Emmers,Pat Sabatini,Pat Sabatini,0,17,12,14,10,0,0,1,0,0,9,1,9,1,1,0,2,0,49,0,Submission,3,1,1:53,0,1
Jamall Emmers,Jack Jenkins,Jack Jenkins,0,185,76,155,57,6,1,0,2,0,154,85,119,59,1,1,0,0,257,15,Decision,3,3,5:00,0,1
James Bochnovic,Trevin Giles,Trevin Giles,0,35,15,24,5,1,0,0,0,0,66,54,53,41,5,5,0,0,8,343,KO/TKO,3,2,2:54,0,1
James Bochnovic,Markus Perez,Markus Perez,0,8,4,6,3,1,0,0,0,0,16,13,4,4,1,1,2,0,59,197,Submission,3,1,4:28,0,1
James Head,Jason High,Jason High,0,1,0,1,0,0,0,0,0,0,13,8,6,1,1,1,2,0,3,61,Submission,3,1,1:41,0,1
James Head,Mike Pyle,Mike Pyle,0,27,15,25,13,0,0,0,0,1,17,9,17,9,0,0,0,0,20,6,KO/TKO,3,1,1:55,0,1
James Head,Nick Ring,Nick Ring,1,69,43,56,30,0,0,0,0,0,195,135,98,58,5,5,1,0,23,539,Submission,3,3,3:33,0,1
James Irvin,Anderson Silva,Anderson Silva,0,3,0,3,0,0,0,0,0,1,13,13,13,13,0,0,0,0,0,6,KO/TKO,3,1,1:01,0,1
James Irvin,Thiago Silva,Thiago Silva,0,5,4,4,3,0,0,1,0,0,1,1,1,1,2,1,0,0,17,36,KO/TKO,3,1,1:06,0,1
James Irvin,Igor Pokrajac,Igor Pokrajac,0,25,14,22,11,1,0,0,1,0,30,21,27,18,3,2,1,0,66,62,Submission,3,1,2:29,0,1
James Irvin,Terry Martin,James Irvin,1,10,9,7,6,0,0,0,0,0,34,33,13,12,4,2,0,0,4,287,KO/TKO,3,2,0:09,1,0
James Irvin,Alessio Sakara,Alessio Sakara,0,16,6,16,6,0,0,0,0,1,29,13,29,13,0,0,0,0,0,1,KO/TKO,3,1,3:01,0,1
James Irvin,Hector Ramirez,James Irvin,1,35,18,34,17,0,0,0,0,0,81,66,48,33,5,3,1,0,6,221,KO/TKO,3,2,2:36,1,0
James Irvin,Mike Kyle,Mike Kyle,0,6,3,6,3,0,0,0,0,1,39,30,15,10,1,1,0,0,6,83,KO/TKO,3,1,1:55,0,1
James Krause,Sergio Moraes,James Krause,3,200,125,174,102,0,0,0,1,0,100,42,99,41,4,1,0,0,131,137,KO/TKO,3,3,4:19,1,0
James Krause,Jamie Varner,James Krause,0,66,32,51,22,0,0,0,1,0,33,9,30,7,1,1,0,0,138,35,KO/TKO,3,1,5:00,1,0
James Krause,Valmir Lazaro,Valmir Lazaro,0,221,98,209,87,10,0,0,0,0,254,87,254,87,0,0,0,0,102,24,Decision,3,3,5:00,0,1
James Krause,Claudio Silva,James Krause,0,162,96,159,94,1,0,0,0,0,216,66,214,64,12,2,0,0,14,58,Decision,3,3,5:00,1,0
James Krause,Alex White,James Krause,0,93,56,67,35,11,3,2,1,0,175,97,127,56,1,1,0,0,609,53,Decision,3,3,5:00,1,0
James Krause,Jorge Masvidal,Jorge Masvidal,0,148,61,145,58,5,0,0,0,1,176,85,157,69,4,2,0,1,102,180,Decision,3,3,5:00,0,1
James Krause,Sam Stout,James Krause,0,204,110,188,96,2,1,1,1,0,234,81,226,73,2,2,0,0,122,80,Submission,3,3,4:47,1,0
James Lee,Alessio Sakara,Alessio Sakara,0,1,0,1,0,4,2,0,0,0,12,10,10,8,0,0,0,0,42,8,KO/TKO,3,1,1:30,0,1
James McSweeney,Darrill Schoonover,James McSweeney,0,140,103,95,58,2,1,2,2,0,59,27,48,16,3,0,1,1,438,126,KO/TKO,3,3,3:20,1,0
James Moontasri,Alex Morono,Alex Morono,0,97,48,95,46,0,0,0,0,0,187,112,186,111,3,0,0,0,19,54,Decision,3,3,5:00,0,1
James Moontasri,Cody Pfister,James Moontasri,0,104,62,63,32,0,0,1,0,0,32,12,32,12,8,0,0,0,148,143,Submission,3,2,1:49,1,0
James Moontasri,Alex Oliveira,Alex Oliveira,0,48,30,26,12,1,0,0,0,0,196,156,78,58,8,2,0,0,79,680,Decision,3,3,5:00,0,1
James Moontasri,Anton Zafir,James Moontasri,1,23,13,21,11,0,0,0,0,0,40,31,25,17,3,1,0,0,3,170,KO/TKO,3,1,4:36,1,0
James Mulheron,Justin Willis,Justin Willis,0,136,56,114,36,0,0,0,0,0,114,72,91,52,4,3,0,0,40,204,Decision,3,3,5:00,0,1
James Te Huna,Glover Teixeira,Glover Teixeira,0,24,11,21,8,0,0,0,0,0,37,25,22,12,2,1,1,0,6,88,Submission,3,1,2:38,0,1
Jamie Moyle,Viviane Pereira,Viviane Pereira,0,161,85,156,80,1,0,0,0,0,232,101,208,80,0,0,0,0,9,113,Decision,3,3,5:00,0,1
Jamie Moyle,Emily Whitmire,Emily Whitmire,0,149,75,117,50,3,0,0,0,0,264,111,183,53,2,1,0,0,38,295,Decision,3,3,5:00,0,1
Jamie Mullarkey,Brad Riddell,Brad Riddell,0,100,41,95,36,15,3,1,1,0,167,104,153,91,1,1,0,1,203,179,Decision,3,3,5:00,0,1
Jamie Mullarkey,Khama Worthy,Jamie Mullarkey,1,13,6,13,6,0,0,0,0,0,10,5,10,5,0,0,0,0,4,0,KO/TKO,3,1,0:46,1,0
Jamie Mullarkey,Muhammad Naimov,Muhammad Naimov,0,73,40,71,39,8,3,0,0,1,72,30,70,28,1,0,0,0,148,1,KO/TKO,3,2,2:59,0,1
Jamie Mullarkey,Jalin Turner,Jalin Turner,0,70,45,59,35,3,1,0,0,1,112,53,111,52,1,1,0,0,91,2,KO/TKO,3,2,0:46,0,1
Jamie Mullarkey,Francisco Prado,Jamie Mullarkey,0,126,78,104,59,4,3,0,0,0,78,31,75,28,2,0,1,1,287,10,Decision,3,3,5:00,1,0
Jamie Mullarkey,Fares Ziam,Fares Ziam,0,84,29,72,20,11,5,0,0,0,98,54,89,47,5,1,0,2,416,72,Decision,3,3,5:00,0,1
Jamie Mullarkey,Devonte Smith,Jamie Mullarkey,1,112,58,108,55,2,1,0,0,0,67,32,64,29,0,0,0,0,47,0,KO/TKO,3,2,2:51,1,0
Jamie Pickett,Denis Tiuliulin,Denis Tiuliulin,0,114,63,111,60,5,0,0,0,2,178,87,161,73,1,0,0,0,35,59,KO/TKO,3,2,4:52,0,1
Jamie Pickett,Jordan Wright,Jordan Wright,0,5,4,5,4,0,0,0,0,1,40,33,32,26,0,0,0,0,12,11,KO/TKO,3,1,1:04,0,1
Jamie Pickett,Laureano Staropoli,Jamie Pickett,0,108,58,96,47,2,2,0,0,0,80,43,62,25,9,1,0,0,157,326,Decision,3,3,5:00,1,0
Jan Blachowicz,Patrick Cummins,Patrick Cummins,1,115,68,99,53,2,1,0,0,0,162,109,121,73,10,3,0,0,72,459,Decision,3,3,5:00,0,1
Jan Blachowicz,Jacare Souza,Jan Blachowicz,0,205,105,170,71,0,0,0,0,0,88,56,48,20,5,0,0,0,4,505,Decision,5,5,5:00,1,0
Jan Blachowicz,Jared Cannonier,Jan Blachowicz,1,143,65,127,50,5,4,0,0,0,103,41,87,26,0,0,0,0,170,22,Decision,3,3,5:00,1,0
Jan Blachowicz,Devin Clark,Jan Blachowicz,0,63,50,44,33,1,1,1,0,0,60,31,43,15,2,0,0,0,161,25,Submission,3,2,3:02,1,0
Jan Blachowicz,Igor Pokrajac,Jan Blachowicz,0,210,148,153,98,4,4,0,0,0,100,61,73,35,1,0,0,1,504,197,Decision,3,3,5:00,1,0
Jan Blachowicz,Luke Rockhold,Jan Blachowicz,1,50,38,42,30,0,0,0,0,0,39,17,36,14,5,0,0,0,1,206,KO/TKO,3,2,1:39,1,0
Jan Blachowicz,Glover Teixeira,Glover Teixeira,0,73,53,45,28,0,0,0,0,0,93,71,39,23,6,2,2,0,15,317,Submission,5,2,3:02,0,1
Jan Blachowicz,Nikita Krylov,Jan Blachowicz,0,33,24,18,10,1,1,1,0,0,40,21,22,4,1,1,1,0,293,100,Submission,3,2,2:41,1,0
Jan Blachowicz,Alex Pereira,Alex Pereira,0,117,82,81,52,8,3,2,0,0,138,112,92,70,0,0,1,0,452,6,Decision,3,3,5:00,0,1
Jan Blachowicz,Jimi Manuwa,Jimi Manuwa,0,120,58,106,44,3,0,0,0,0,130,81,86,43,2,0,0,0,29,343,Decision,3,3,5:00,0,1
Jan Blachowicz,Dominick Reyes,Jan Blachowicz,1,89,41,89,41,0,0,0,0,0,51,21,51,21,0,0,0,0,3,0,KO/TKO,5,2,4:36,1,0
Jan Blachowicz,Aleksandar Rakic,Jan Blachowicz,0,94,53,71,31,0,0,1,0,0,125,61,85,27,4,1,0,0,1,273,KO/TKO,5,3,1:11,1,0
Jan Blachowicz,Alexander Gustafsson,Alexander Gustafsson,0,125,55,90,28,1,0,0,0,0,201,139,100,50,5,4,0,0,0,643,Decision,3,3,5:00,0,1
Jan Blachowicz,Jimi Manuwa,Jan Blachowicz,1,219,124,191,97,6,1,0,0,0,110,37,110,37,2,0,0,0,172,2,Decision,3,3,5:00,1,0
Jan Blachowicz,Thiago Santos,Thiago Santos,0,53,20,53,20,1,0,0,0,1,104,52,104,52,1,1,0,0,5,8,KO/TKO,5,3,0:39,0,1
Jan Blachowicz,Ilir Latifi,Jan Blachowicz,0,21,14,20,13,0,0,0,0,0,6,2,6,2,0,0,0,0,6,0,KO/TKO,3,1,1:58,1,0
Jaqueline Amorim,Montserrat Conejo Ruiz,Jaqueline Amorim,0,208,141,136,86,3,1,4,2,0,57,20,36,6,1,1,0,0,485,219,KO/TKO,3,3,3:41,1,0
Jaqueline Amorim,Sam Hughes,Sam Hughes,0,109,52,52,12,10,2,3,0,0,176,107,104,46,1,1,0,1,222,422,Decision,3,3,5:00,0,1
Jared Cannonier,Ion Cutelaba,Jared Cannonier,0,121,83,94,59,2,0,0,0,0,148,50,142,45,7,6,0,0,189,286,Decision,3,3,5:00,1,0
Jared Cannonier,Marvin Vettori,Jared Cannonier,0,428,257,411,241,6,4,0,0,0,302,154,301,153,1,1,0,0,187,28,Decision,5,5,5:00,1,0
Jared Cannonier,Robert Whittaker,Robert Whittaker,0,94,58,89,53,0,0,0,0,1,158,75,151,69,2,0,0,0,30,130,Decision,3,3,5:00,0,1
Jared Cannonier,Sean Strickland,Jared Cannonier,0,310,141,310,141,0,0,0,0,0,410,157,400,152,1,1,0,0,0,48,Decision,5,5,5:00,1,0
Jared Cannonier,Nick Roehrick,Jared Cannonier,0,152,86,150,84,1,1,0,0,0,161,29,160,28,0,0,0,0,34,14,KO/TKO,3,3,2:08,1,0
Jared Cannonier,Dominick Reyes,Dominick Reyes,0,26,10,21,6,0,0,0,0,1,53,21,52,20,1,0,0,0,0,0,KO/TKO,3,1,2:55,0,1
Jared Cannonier,Jack Hermansson,Jared Cannonier,1,54,29,53,28,0,0,0,0,0,45,22,42,20,6,1,0,0,22,45,KO/TKO,5,2,0:27,1,0
Jared Cannonier,Shawn Jordan,Shawn Jordan,0,20,10,20,10,0,0,0,0,1,32,13,31,12,0,0,0,0,0,3,KO/TKO,3,1,2:57,0,1
