_id,Year,GEO_ID,CountyName,StateName,StateCode,CountyCode,TotalEstimate,TotalMargin
406,2016,0500000US51155,Pulaski County,Virginia,51,155,49469,2511
407,2016,0500000US51187,Warren County,Virginia,51,187,63734,3841
408,2016,0500000US51590,Danville city,Virginia,51,590,33721,1748
409,2016,0500000US51630,Fredericksburg city,Virginia,51,630,53980,3572
410,2016,0500000US51009,Amherst County,Virginia,51,9,47002,2852
411,2016,0500000US51017,Bath County,Virginia,51,17,44985,4210
412,2016,0500000US51670,Hopewell city,Virginia,51,670,40814,1932
413,2016,0500000US51700,Newport News city,Virginia,51,700,50089,1008
414,2016,0500000US51069,Frederick County,Virginia,51,69,68929,2661
415,2016,0500000US51680,Lynchburg city,Virginia,51,680,40728,1450
416,2016,0500000US51199,York County,Virginia,51,199,83410,3325
417,2016,0500000US51690,Martinsville city,Virginia,51,690,31719,3713
418,2016,0500000US51125,Nelson County,Virginia,51,125,50994,4088
419,2016,0500000US51143,Pittsylvania County,Virginia,51,143,43087,1436
420,2016,0500000US51530,Buena Vista city,Virginia,51,530,29109,4098
421,2016,0500000US51610,Falls Church city,Virginia,51,610,115244,5404
422,2016,0500000US51730,Petersburg city,Virginia,51,730,32169,1965
423,2016,0500000US51735,Poquoson city,Virginia,51,735,84643,8524
424,2016,0500000US51600,Fairfax city,Virginia,51,600,104065,6427
425,2016,0500000US51820,Waynesboro city,Virginia,51,820,45097,4031
426,2016,0500000US51770,Roanoke city,Virginia,51,770,39201,1395
427,2016,0500000US51800,Suffolk city,Virginia,51,800,65435,1970
428,2016,0500000US51710,Norfolk city,Virginia,51,710,45268,978
429,2016,0500000US51041,Chesterfield County,Virginia,51,41,73869,1130
430,2016,0500000US51059,Fairfax County,Virginia,51,59,114329,1028
431,2016,0500000US51023,Botetourt County,Virginia,51,23,61470,2704
432,2016,0500000US51520,Bristol city,Virginia,51,520,35801,2790
433,2016,0500000US51830,Williamsburg city,Virginia,51,830,50091,3162
434,2016,0500000US51035,Carroll County,Virginia,51,35,37048,2774
435,2016,0500000US51191,Washington County,Virginia,51,191,43835,1830
436,2016,0500000US51139,Page County,Virginia,51,139,45030,2313
437,2016,0500000US51510,Alexandria city,Virginia,51,510,89200,1987
438,2016,0500000US51650,Hampton city,Virginia,51,650,49890,1504
439,2016,0500000US51013,Arlington County,Virginia,51,13,108706,2294
440,2016,0500000US51027,Buchanan County,Virginia,51,27,30335,1753
441,2016,0500000US51179,Stafford County,Virginia,51,179,97528,2947
442,2016,0500000US51760,Richmond city,Virginia,51,760,41187,737
443,2016,0500000US51057,Essex County,Virginia,51,57,47527,5754
444,2016,0500000US51185,Tazewell County,Virginia,51,185,38238,1852
445,2016,0500000US51685,Manassas Park city,Virginia,51,685,75027,4963
446,2016,0500000US51183,Sussex County,Virginia,51,183,37917,4814
447,2016,0500000US51683,Manassas city,Virginia,51,683,74371,3531
448,2016,0500000US51775,Salem city,Virginia,51,775,52351,2380
449,2016,0500000US51037,Charlotte County,Virginia,51,37,33837,3383
450,2016,0500000US51081,Greensville County,Virginia,51,81,40559,4309
451,2016,0500000US51095,James City County,Virginia,51,95,80226,2989
452,2016,0500000US51167,Russell County,Virginia,51,167,38370,2279
453,2016,0500000US51173,Smyth County,Virginia,51,173,38906,1671
454,2016,0500000US51540,Charlottesville city,Virginia,51,540,50727,2842
455,2016,0500000US51093,Isle of Wight County,Virginia,51,93,66835,3487
456,2016,0500000US51620,Franklin city,Virginia,51,620,38333,4510
457,2016,0500000US51678,Lexington city,Virginia,51,678,34464,9478
458,2016,0500000US51089,Henry County,Virginia,51,89,34992,2026
459,2016,0500000US51101,King William County,Virginia,51,101,64297,3140
460,2016,0500000US51109,Louisa County,Virginia,51,109,54662,3812
461,2016,0500000US51147,Prince Edward County,Virginia,51,147,42283,3029
462,2016,0500000US51165,Rockingham County,Virginia,51,165,55029,1510
463,2016,0500000US51181,Surry County,Virginia,51,181,56632,5581
464,2016,0500000US51043,Clarke County,Virginia,51,43,71986,4237
465,2016,0500000US51117,Mecklenburg County,Virginia,51,117,40040,1909
466,2016,0500000US51015,Augusta County,Virginia,51,15,56802,1847
467,2016,0500000US51075,Goochland County,Virginia,51,75,82326,5007
468,2016,0500000US51113,Madison County,Virginia,51,113,48271,4647
469,2016,0500000US51161,Roanoke County,Virginia,51,161,60380,1482
470,2016,0500000US51025,Brunswick County,Virginia,51,25,38858,1894
471,2016,0500000US51131,Northampton County,Virginia,51,131,37011,3191
472,2016,0500000US51163,Rockbridge County,Virginia,51,163,52478,3556
473,2016,0500000US51720,Norton city,Virginia,51,720,26000,5643
474,2016,0500000US51570,Colonial Heights city,Virginia,51,570,49639,4320
475,2016,0500000US51021,Bland County,Virginia,51,21,47800,2803
476,2016,0500000US51031,Campbell County,Virginia,51,31,47005,1482
477,2016,0500000US51087,Henrico County,Virginia,51,87,63699,1041
478,2016,0500000US51099,King George County,Virginia,51,99,84342,6098
479,2016,0500000US51103,Lancaster County,Virginia,51,103,50118,5751
480,2016,0500000US51105,Lee County,Virginia,51,105,31577,2309
481,2016,0500000US51115,Mathews County,Virginia,51,115,64049,7180
482,2016,0500000US51119,Middlesex County,Virginia,51,119,53093,4251
483,2016,0500000US51149,Prince George County,Virginia,51,149,64805,3869
484,2016,0500000US51159,Richmond County,Virginia,51,159,44919,5143
485,2016,0500000US51169,Scott County,Virginia,51,169,38017,2063
486,2016,0500000US51177,Spotsylvania County,Virginia,51,177,79742,2167
487,2016,0500000US51011,Appomattox County,Virginia,51,11,52134,4386
488,2016,0500000US51067,Franklin County,Virginia,51,67,48720,2821
489,2016,0500000US51097,King and Queen County,Virginia,51,97,48852,5305
490,2016,0500000US51121,Montgomery County,Virginia,51,121,49712,1894
491,2016,0500000US51127,New Kent County,Virginia,51,127,75303,7158
492,2016,0500000US51049,Cumberland County,Virginia,51,49,37489,5331
493,2016,0500000US51051,Dickenson County,Virginia,51,51,31226,3132
494,2016,0500000US51083,Halifax County,Virginia,51,83,37001,1974
495,2016,0500000US51107,Loudoun County,Virginia,51,107,125672,1679
496,2016,0500000US51153,Prince William County,Virginia,51,153,98546,1405
497,2016,0500000US51175,Southampton County,Virginia,51,175,51032,3277
498,2016,0500000US51091,Highland County,Virginia,51,91,44877,6095
499,2016,0500000US51033,Caroline County,Virginia,51,33,57294,3839
500,2016,0500000US51073,Gloucester County,Virginia,51,73,62878,3180
501,2016,0500000US51141,Patrick County,Virginia,51,141,35999,3617
502,2016,0500000US51145,Powhatan County,Virginia,51,145,77684,4309
503,2016,0500000US51171,Shenandoah County,Virginia,51,171,50450,2210
504,2016,0500000US51061,Fauquier County,Virginia,51,61,91221,3496
505,2016,0500000US51790,Staunton city,Virginia,51,790,42948,2710
506,2016,0500000US51065,Fluvanna County,Virginia,51,65,66425,2978
507,2016,0500000US51007,Amelia County,Virginia,51,7,58269,6621
508,2016,0500000US51750,Radford city,Virginia,51,750,31457,4422
509,2016,0500000US51840,Winchester city,Virginia,51,840,46466,1994
510,2016,0500000US51001,Accomack County,Virginia,51,1,38503,2185
511,2016,0500000US51045,Craig County,Virginia,51,45,40500,15270
512,2016,0500000US51063,Floyd County,Virginia,51,63,47288,3253
513,2016,0500000US51071,Giles County,Virginia,51,71,47675,2382
514,2016,0500000US51077,Grayson County,Virginia,51,77,31002,2220
515,2016,0500000US51135,Nottoway County,Virginia,51,135,36849,3291
516,2016,0500000US51157,Rappahannock County,Virginia,51,157,58026,3087
517,2016,0500000US51036,Charles City County,Virginia,51,36,54167,4552
518,2016,0500000US51047,Culpeper County,Virginia,51,47,66160,3269
519,2016,0500000US51053,Dinwiddie County,Virginia,51,53,51579,2863
520,2016,0500000US51079,Greene County,Virginia,51,79,61615,3319
521,2016,0500000US51085,Hanover County,Virginia,51,85,81170,1941
522,2016,0500000US51111,Lunenburg County,Virginia,51,111,39911,3136
523,2016,0500000US51137,Orange County,Virginia,51,137,66990,2748
524,2016,0500000US51595,Emporia city,Virginia,51,595,27169,3754
525,2016,0500000US51197,Wythe County,Virginia,51,197,42888,3284
526,2016,0500000US51550,Chesapeake city,Virginia,51,550,69978,1380
527,2016,0500000US51660,Harrisonburg city,Virginia,51,660,40494,2146
528,2016,0500000US51003,Albemarle County,Virginia,51,3,70342,1896
529,2016,0500000US51019,Bedford County,Virginia,51,19,56725,1634
530,2016,0500000US51029,Buckingham County,Virginia,51,29,43514,2817
531,2016,0500000US51195,Wise County,Virginia,51,195,36352,3155
532,2016,0500000US51580,Covington city,Virginia,51,580,34703,3855
533,2016,0500000US51740,Portsmouth city,Virginia,51,740,47050,1608
534,2017,0500000US51093,Isle of Wight County,Virginia,51,93,67767,3199
535,2017,0500000US51095,James City County,Virginia,51,95,80772,3757
536,2017,0500000US51167,Russell County,Virginia,51,167,40083,2026
537,2017,0500000US51620,Franklin city,Virginia,51,620,38760,4679
538,2017,0500000US51173,Smyth County,Virginia,51,173,40544,1556
539,2017,0500000US51540,Charlottesville city,Virginia,51,540,54739,3418
540,2017,0500000US51678,Lexington city,Virginia,51,678,37309,8201
541,2017,0500000US51031,Campbell County,Virginia,51,31,48823,2634
542,2017,0500000US51087,Henrico County,Virginia,51,87,66447,1191
543,2017,0500000US51089,Henry County,Virginia,51,89,36779,1679
544,2017,0500000US51099,King George County,Virginia,51,99,84770,6188
545,2017,0500000US51101,King William County,Virginia,51,101,67423,3839
546,2017,0500000US51103,Lancaster County,Virginia,51,103,51495,7163
547,2017,0500000US51105,Lee County,Virginia,51,105,32590,2972
548,2017,0500000US51109,Louisa County,Virginia,51,109,56946,4745
549,2017,0500000US51115,Mathews County,Virginia,51,115,63622,9637
550,2017,0500000US51119,Middlesex County,Virginia,51,119,50483,5320
551,2017,0500000US51147,Prince Edward County,Virginia,51,147,44147,3938
552,2017,0500000US51149,Prince George County,Virginia,51,149,68461,3433
553,2017,0500000US51159,Richmond County,Virginia,51,159,47341,4376
554,2017,0500000US51165,Rockingham County,Virginia,51,165,57651,1698
555,2017,0500000US51169,Scott County,Virginia,51,169,38725,2734
556,2017,0500000US51177,Spotsylvania County,Virginia,51,177,81434,1924
557,2017,0500000US51181,Surry County,Virginia,51,181,54656,5518
558,2017,0500000US51011,Appomattox County,Virginia,51,11,54875,5421
559,2017,0500000US51043,Clarke County,Virginia,51,43,72129,6699
560,2017,0500000US51067,Franklin County,Virginia,51,67,51208,3353
561,2017,0500000US51097,King and Queen County,Virginia,51,97,51495,9813
562,2017,0500000US51117,Mecklenburg County,Virginia,51,117,41126,2130
563,2017,0500000US51121,Montgomery County,Virginia,51,121,53424,1793
564,2017,0500000US51127,New Kent County,Virginia,51,127,78429,5091
565,2017,0500000US51015,Augusta County,Virginia,51,15,59544,2220
566,2017,0500000US51049,Cumberland County,Virginia,51,49,43020,3238
567,2017,0500000US51051,Dickenson County,Virginia,51,51,29916,3029
568,2017,0500000US51075,Goochland County,Virginia,51,75,86652,4868
569,2017,0500000US51083,Halifax County,Virginia,51,83,39233,2600
570,2017,0500000US51107,Loudoun County,Virginia,51,107,129588,2111
571,2017,0500000US51113,Madison County,Virginia,51,113,52287,4596
572,2017,0500000US51153,Prince William County,Virginia,51,153,101059,1440
573,2017,0500000US51161,Roanoke County,Virginia,51,161,62134,1707
574,2017,0500000US51175,Southampton County,Virginia,51,175,53681,4028
575,2017,0500000US51091,Highland County,Virginia,51,91,45094,4452
576,2017,0500000US51025,Brunswick County,Virginia,51,25,40871,2708
577,2017,0500000US51033,Caroline County,Virginia,51,33,60925,2456
578,2017,0500000US51073,Gloucester County,Virginia,51,73,63881,2572
579,2017,0500000US51131,Northampton County,Virginia,51,131,41468,4548
580,2017,0500000US51141,Patrick County,Virginia,51,141,37757,4017
581,2017,0500000US51145,Powhatan County,Virginia,51,145,80441,4097
582,2017,0500000US51163,Rockbridge County,Virginia,51,163,53918,3825
583,2017,0500000US51171,Shenandoah County,Virginia,51,171,53934,2994
584,2017,0500000US51061,Fauquier County,Virginia,51,61,94775,3957
585,2017,0500000US51720,Norton city,Virginia,51,720,26971,8010
586,2017,0500000US51790,Staunton city,Virginia,51,790,46435,3006
587,2017,0500000US51065,Fluvanna County,Virginia,51,65,67964,4057
588,2017,0500000US51007,Amelia County,Virginia,51,7,58535,5713
589,2017,0500000US51750,Radford city,Virginia,51,750,36082,5918
590,2017,0500000US51840,Winchester city,Virginia,51,840,49330,3199
591,2017,0500000US51001,Accomack County,Virginia,51,1,42260,2253
592,2017,0500000US51045,Craig County,Virginia,51,45,53526,15331
593,2017,0500000US51063,Floyd County,Virginia,51,63,48396,4500
594,2017,0500000US51071,Giles County,Virginia,51,71,49734,2997
595,2017,0500000US51077,Grayson County,Virginia,51,77,32048,2185
596,2017,0500000US51135,Nottoway County,Virginia,51,135,38410,2987
597,2017,0500000US51157,Rappahannock County,Virginia,51,157,62541,6964
598,2017,0500000US51036,Charles City County,Virginia,51,36,55069,4060
599,2017,0500000US51047,Culpeper County,Virginia,51,47,69693,2672
600,2017,0500000US51053,Dinwiddie County,Virginia,51,53,54640,3190
601,2017,0500000US51079,Greene County,Virginia,51,79,62952,3813
602,2017,0500000US51085,Hanover County,Virginia,51,85,84955,2275
603,2017,0500000US51111,Lunenburg County,Virginia,51,111,39537,3382
604,2017,0500000US51137,Orange County,Virginia,51,137,67196,3748
605,2017,0500000US51595,Emporia city,Virginia,51,595,27426,7596
606,2017,0500000US51197,Wythe County,Virginia,51,197,46119,2969
607,2017,0500000US51550,Chesapeake city,Virginia,51,550,72214,1485
608,2017,0500000US51570,Colonial Heights city,Virginia,51,570,50952,4104
609,2017,0500000US51660,Harrisonburg city,Virginia,51,660,43009,2035
610,2017,0500000US51003,Albemarle County,Virginia,51,3,72265,2910
611,2017,0500000US51021,Bland County,Virginia,51,21,46927,6003
612,2017,0500000US51019,Bedford County,Virginia,51,19,59405,1577
613,2017,0500000US51023,Botetourt County,Virginia,51,23,64733,3179
614,2017,0500000US51029,Buckingham County,Virginia,51,29,46610,5105
615,2017,0500000US51195,Wise County,Virginia,51,195,38255,3086
616,2017,0500000US51520,Bristol city,Virginia,51,520,37844,4812
617,2017,0500000US51580,Covington city,Virginia,51,580,35546,3357
618,2017,0500000US51740,Portsmouth city,Virginia,51,740,48727,1587
619,2017,0500000US51830,Williamsburg city,Virginia,51,830,54606,4779
620,2017,0500000US51810,Virginia Beach city,Virginia,51,810,70500,1124
621,2017,0500000US51005,Alleghany County,Virginia,51,5,46020,4009
622,2017,0500000US51035,Carroll County,Virginia,51,35,41145,2793
623,2017,0500000US51640,Galax city,Virginia,51,640,31311,2888
624,2017,0500000US51191,Washington County,Virginia,51,191,44844,2619
625,2017,0500000US51193,Westmoreland County,Virginia,51,193,55688,7635
626,2017,0500000US51133,Northumberland County,Virginia,51,133,56677,2308
627,2017,0500000US51139,Page County,Virginia,51,139,46140,2999
628,2017,0500000US51155,Pulaski County,Virginia,51,155,49691,2407
629,2017,0500000US51187,Warren County,Virginia,51,187,65353,3936
630,2017,0500000US51510,Alexandria city,Virginia,51,510,93370,1553
631,2017,0500000US51590,Danville city,Virginia,51,590,34951,1744
632,2017,0500000US51630,Fredericksburg city,Virginia,51,630,57258,3631
633,2017,0500000US51650,Hampton city,Virginia,51,650,52021,1382
634,2017,0500000US51009,Amherst County,Virginia,51,9,49677,3603
635,2017,0500000US51013,Arlington County,Virginia,51,13,112138,2139
636,2017,0500000US51017,Bath County,Virginia,51,17,44483,3178
637,2017,0500000US51670,Hopewell city,Virginia,51,670,40712,2737
638,2017,0500000US51027,Buchanan County,Virginia,51,27,30828,1316
639,2017,0500000US51700,Newport News city,Virginia,51,700,51082,1419
640,2017,0500000US51069,Frederick County,Virginia,51,69,71037,1954
641,2017,0500000US51179,Stafford County,Virginia,51,179,103005,2824
642,2017,0500000US51680,Lynchburg city,Virginia,51,680,41971,1414
643,2017,0500000US51199,York County,Virginia,51,199,86781,3475
644,2017,0500000US51760,Richmond city,Virginia,51,760,42356,832
645,2017,0500000US51690,Martinsville city,Virginia,51,690,33545,4045
646,2017,0500000US51125,Nelson County,Virginia,51,125,53834,4010
647,2017,0500000US51057,Essex County,Virginia,51,57,50629,3173
648,2017,0500000US51143,Pittsylvania County,Virginia,51,143,44356,1580
649,2017,0500000US51185,Tazewell County,Virginia,51,185,40309,1889
650,2017,0500000US51530,Buena Vista city,Virginia,51,530,33672,2993
651,2017,0500000US51610,Falls Church city,Virginia,51,610,114795,7917
652,2017,0500000US51685,Manassas Park city,Virginia,51,685,79131,7001
653,2017,0500000US51730,Petersburg city,Virginia,51,730,33939,1600
654,2017,0500000US51735,Poquoson city,Virginia,51,735,88328,8414
655,2017,0500000US51183,Sussex County,Virginia,51,183,44608,3842
656,2017,0500000US51600,Fairfax city,Virginia,51,600,106870,5914
657,2017,0500000US51820,Waynesboro city,Virginia,51,820,42112,4730
658,2017,0500000US51683,Manassas city,Virginia,51,683,77551,3453
659,2017,0500000US51770,Roanoke city,Virginia,51,770,41483,1343
660,2017,0500000US51775,Salem city,Virginia,51,775,53990,2528
661,2017,0500000US51800,Suffolk city,Virginia,51,800,68089,1784
662,2017,0500000US51710,Norfolk city,Virginia,51,710,47137,930
663,2017,0500000US51037,Charlotte County,Virginia,51,37,38350,2730
664,2017,0500000US51041,Chesterfield County,Virginia,51,41,76969,1205
665,2017,0500000US51059,Fairfax County,Virginia,51,59,117515,1314
666,2017,0500000US51081,Greensville County,Virginia,51,81,42121,5250
667,2018,0500000US51095,James City County,Virginia,51,95,83048,2991
668,2018,0500000US51167,Russell County,Virginia,51,167,39482,2596
669,2018,0500000US51173,Smyth County,Virginia,51,173,40425,1626
670,2018,0500000US51540,Charlottesville city,Virginia,51,540,58933,3493
671,2018,0500000US51031,Campbell County,Virginia,51,31,50258,2308
672,2018,0500000US51087,Henrico County,Virginia,51,87,68572,1482
673,2018,0500000US51099,King George County,Virginia,51,99,87321,8183
674,2018,0500000US51103,Lancaster County,Virginia,51,103,50739,7705
675,2018,0500000US51105,Lee County,Virginia,51,105,32718,3065
676,2018,0500000US51115,Mathews County,Virginia,51,115,67009,9029
677,2018,0500000US51119,Middlesex County,Virginia,51,119,51917,6744
678,2018,0500000US51149,Prince George County,Virginia,51,149,67001,3178
679,2018,0500000US51159,Richmond County,Virginia,51,159,49831,4953
680,2018,0500000US51169,Scott County,Virginia,51,169,39144,2488
681,2018,0500000US51177,Spotsylvania County,Virginia,51,177,85330,1869
682,2018,0500000US51011,Appomattox County,Virginia,51,11,56176,4129
683,2018,0500000US51067,Franklin County,Virginia,51,67,52639,3185
684,2018,0500000US51097,King and Queen County,Virginia,51,97,54516,7231
685,2018,0500000US51121,Montgomery County,Virginia,51,121,54641,1795
686,2018,0500000US51127,New Kent County,Virginia,51,127,79698,4414
687,2018,0500000US51049,Cumberland County,Virginia,51,49,46221,4519
688,2018,0500000US51051,Dickenson County,Virginia,51,51,29226,2792
689,2018,0500000US51083,Halifax County,Virginia,51,83,42289,2347
690,2018,0500000US51107,Loudoun County,Virginia,51,107,136268,2063
691,2018,0500000US51153,Prince William County,Virginia,51,153,103445,1915
692,2018,0500000US51175,Southampton County,Virginia,51,175,54611,6821
693,2018,0500000US51091,Highland County,Virginia,51,91,46147,3558
694,2018,0500000US51033,Caroline County,Virginia,51,33,64715,4314
695,2018,0500000US51073,Gloucester County,Virginia,51,73,66701,3711
696,2018,0500000US51141,Patrick County,Virginia,51,141,40486,4326
697,2018,0500000US51145,Powhatan County,Virginia,51,145,83914,4985
698,2018,0500000US51171,Shenandoah County,Virginia,51,171,54921,3008
699,2018,0500000US51061,Fauquier County,Virginia,51,61,97469,3787
700,2018,0500000US51790,Staunton city,Virginia,51,790,48049,2289
701,2018,0500000US51065,Fluvanna County,Virginia,51,65,74931,4899
702,2018,0500000US51007,Amelia County,Virginia,51,7,58526,8627
703,2018,0500000US51750,Radford city,Virginia,51,750,36743,6295
704,2018,0500000US51840,Winchester city,Virginia,51,840,53797,4115
705,2018,0500000US51001,Accomack County,Virginia,51,1,43210,3243
706,2018,0500000US51045,Craig County,Virginia,51,45,55484,13649
707,2018,0500000US51063,Floyd County,Virginia,51,63,49729,4731
708,2018,0500000US51071,Giles County,Virginia,51,71,52478,3169
709,2018,0500000US51077,Grayson County,Virginia,51,77,33969,2345
710,2018,0500000US51135,Nottoway County,Virginia,51,135,42869,4498
711,2018,0500000US51157,Rappahannock County,Virginia,51,157,68438,7363
712,2018,0500000US51036,Charles City County,Virginia,51,36,59192,4207
713,2018,0500000US51047,Culpeper County,Virginia,51,47,73116,2713
714,2018,0500000US51053,Dinwiddie County,Virginia,51,53,55880,4297
715,2018,0500000US51079,Greene County,Virginia,51,79,64979,4475
716,2018,0500000US51085,Hanover County,Virginia,51,85,88652,2596
717,2018,0500000US51111,Lunenburg County,Virginia,51,111,41868,4197
718,2018,0500000US51137,Orange County,Virginia,51,137,68481,3991
719,2018,0500000US51595,Emporia city,Virginia,51,595,30857,2784
720,2018,0500000US51197,Wythe County,Virginia,51,197,48043,2922
721,2018,0500000US51550,Chesapeake city,Virginia,51,550,75790,1575
722,2018,0500000US51660,Harrisonburg city,Virginia,51,660,43893,2962
723,2018,0500000US51003,Albemarle County,Virginia,51,3,75394,2534
724,2018,0500000US51019,Bedford County,Virginia,51,19,61541,2660
725,2018,0500000US51029,Buckingham County,Virginia,51,29,46261,4573
726,2018,0500000US51195,Wise County,Virginia,51,195,38345,3388
727,2018,0500000US51580,Covington city,Virginia,51,580,39432,3798
728,2018,0500000US51740,Portsmouth city,Virginia,51,740,50224,1622
729,2018,0500000US51810,Virginia Beach city,Virginia,51,810,74186,953
730,2018,0500000US51005,Alleghany County,Virginia,51,5,47794,3629
731,2018,0500000US51640,Galax city,Virginia,51,640,31938,3916
732,2018,0500000US51193,Westmoreland County,Virginia,51,193,54268,3000
733,2018,0500000US51133,Northumberland County,Virginia,51,133,58677,5014
734,2018,0500000US51155,Pulaski County,Virginia,51,155,52638,1998
735,2018,0500000US51187,Warren County,Virginia,51,187,68189,4293
736,2018,0500000US51590,Danville city,Virginia,51,590,36301,2104
737,2018,0500000US51630,Fredericksburg city,Virginia,51,630,63274,7136
738,2018,0500000US51009,Amherst County,Virginia,51,9,49170,3347
739,2018,0500000US51017,Bath County,Virginia,51,17,46137,2875
740,2018,0500000US51670,Hopewell city,Virginia,51,670,40497,3873
741,2018,0500000US51700,Newport News city,Virginia,51,700,51884,1249
742,2018,0500000US51069,Frederick County,Virginia,51,69,73250,2263
743,2018,0500000US51680,Lynchburg city,Virginia,51,680,43374,1665
744,2018,0500000US51199,York County,Virginia,51,199,90367,3142
745,2018,0500000US51690,Martinsville city,Virginia,51,690,33224,3916
746,2018,0500000US51125,Nelson County,Virginia,51,125,62446,7444
747,2018,0500000US51143,Pittsylvania County,Virginia,51,143,45382,2056
748,2018,0500000US51530,Buena Vista city,Virginia,51,530,34273,9808
749,2018,0500000US51610,Falls Church city,Virginia,51,610,124796,15295
750,2018,0500000US51730,Petersburg city,Virginia,51,730,36135,1580
751,2018,0500000US51735,Poquoson city,Virginia,51,735,96831,4475
752,2018,0500000US51600,Fairfax city,Virginia,51,600,111574,7598
753,2018,0500000US51820,Waynesboro city,Virginia,51,820,45738,4299
754,2018,0500000US51770,Roanoke city,Virginia,51,770,43028,1367
755,2018,0500000US51800,Suffolk city,Virginia,51,800,70664,2173
756,2018,0500000US51710,Norfolk city,Virginia,51,710,49146,990
757,2018,0500000US51041,Chesterfield County,Virginia,51,41,80214,1216
758,2018,0500000US51059,Fairfax County,Virginia,51,59,121133,1144
759,2018,0500000US51093,Isle of Wight County,Virginia,51,93,71376,3787
760,2018,0500000US51620,Franklin city,Virginia,51,620,40375,6482
761,2018,0500000US51678,Lexington city,Virginia,51,678,36466,7238
762,2018,0500000US51089,Henry County,Virginia,51,89,36683,1839
763,2018,0500000US51101,King William County,Virginia,51,101,68720,4657
764,2018,0500000US51109,Louisa County,Virginia,51,109,59343,4020
765,2018,0500000US51147,Prince Edward County,Virginia,51,147,46189,4053
766,2018,0500000US51165,Rockingham County,Virginia,51,165,59817,1844
767,2018,0500000US51181,Surry County,Virginia,51,181,54844,4834
768,2018,0500000US51043,Clarke County,Virginia,51,43,77936,6550
769,2018,0500000US51117,Mecklenburg County,Virginia,51,117,42025,2464
770,2018,0500000US51015,Augusta County,Virginia,51,15,61305,1784
771,2018,0500000US51075,Goochland County,Virginia,51,75,89741,7343
772,2018,0500000US51113,Madison County,Virginia,51,113,54197,4437
773,2018,0500000US51161,Roanoke County,Virginia,51,161,65467,2229
774,2018,0500000US51025,Brunswick County,Virginia,51,25,41927,3130
775,2018,0500000US51131,Northampton County,Virginia,51,131,43553,4273
776,2018,0500000US51163,Rockbridge County,Virginia,51,163,54805,4086
777,2018,0500000US51720,Norton city,Virginia,51,720,28071,6418
778,2018,0500000US51570,Colonial Heights city,Virginia,51,570,53716,5085
779,2018,0500000US51021,Bland County,Virginia,51,21,50511,4943
780,2018,0500000US51023,Botetourt County,Virginia,51,23,68410,3438
781,2018,0500000US51520,Bristol city,Virginia,51,520,37904,2685
782,2018,0500000US51830,Williamsburg city,Virginia,51,830,56163,6110
783,2018,0500000US51035,Carroll County,Virginia,51,35,43532,2276
784,2018,0500000US51191,Washington County,Virginia,51,191,46262,1583
785,2018,0500000US51139,Page County,Virginia,51,139,47951,3979
786,2018,0500000US51510,Alexandria city,Virginia,51,510,96733,1933
787,2018,0500000US51650,Hampton city,Virginia,51,650,54550,1491
788,2018,0500000US51013,Arlington County,Virginia,51,13,117374,2067
789,2018,0500000US51027,Buchanan County,Virginia,51,27,30806,2381
790,2018,0500000US51179,Stafford County,Virginia,51,179,106773,3208
791,2018,0500000US51760,Richmond city,Virginia,51,760,45117,1265
792,2018,0500000US51057,Essex County,Virginia,51,57,52681,2936
793,2018,0500000US51185,Tazewell County,Virginia,51,185,40978,1974
794,2018,0500000US51685,Manassas Park city,Virginia,51,685,80667,7690
795,2018,0500000US51183,Sussex County,Virginia,51,183,45801,3896
796,2018,0500000US51683,Manassas city,Virginia,51,683,78462,3991
797,2018,0500000US51775,Salem city,Virginia,51,775,57185,3326
798,2018,0500000US51037,Charlotte County,Virginia,51,37,39212,2751
799,2018,0500000US51081,Greensville County,Virginia,51,81,44534,7545
800,2019,0500000US51181,Surry County,Virginia,51,181,57962,4803
801,2019,0500000US51043,Clarke County,Virginia,51,43,80026,7504
802,2019,0500000US51117,Mecklenburg County,Virginia,51,117,43207,3636
803,2019,0500000US51015,Augusta County,Virginia,51,15,62711,2088
804,2019,0500000US51075,Goochland County,Virginia,51,75,93994,7165
805,2019,0500000US51113,Madison County,Virginia,51,113,57895,4788
806,2019,0500000US51161,Roanoke County,Virginia,51,161,68948,2007
807,2019,0500000US51025,Brunswick County,Virginia,51,25,44434,3005
808,2019,0500000US51131,Northampton County,Virginia,51,131,47227,4234
809,2019,0500000US51163,Rockbridge County,Virginia,51,163,54600,3809
810,2019,0500000US51720,Norton city,Virginia,51,720,29000,7753
811,2019,0500000US51570,Colonial Heights city,Virginia,51,570,54550,4946
812,2019,0500000US51021,Bland County,Virginia,51,21,48531,5553
813,2019,0500000US51023,Botetourt County,Virginia,51,23,71110,2521
814,2019,0500000US51520,Bristol city,Virginia,51,520,37500,3053
815,2019,0500000US51830,Williamsburg city,Virginia,51,830,57463,5298
816,2019,0500000US51035,Carroll County,Virginia,51,35,44835,3148
817,2019,0500000US51191,Washington County,Virginia,51,191,48495,3589
818,2019,0500000US51139,Page County,Virginia,51,139,51792,3898
819,2019,0500000US51510,Alexandria city,Virginia,51,510,100939,2888
820,2019,0500000US51650,Hampton city,Virginia,51,650,56287,1252
821,2019,0500000US51013,Arlington County,Virginia,51,13,120071,2064
822,2019,0500000US51027,Buchanan County,Virginia,51,27,31956,2650
