l_FullName,r_FullName,w_FullName,FightDate,l_win,r_win,l_seniority,r_seniority,l_w/l_ratio,r_w/l_ratio,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_WinStreak,r_WinStreak,l_TKOReceived,r_TKOReceived,l_WinStreak_dif,r_WinStreak_dif,l_TKOReceived_dif,r_TKOReceived_dif,l_rust_ring,r_rust_ring,l_rustRing_dif,r_rustRing_dif
Randy Costa,Tony Kelley,Tony Kelley,2021-12-11,0,1,-7,7,1.5,2.666667,0,0,0,0,7.619995,-7.619995,149,206,10,11,-1,1,-1.16666674613953,1.16666674613953,0,1,1,0,-1,1,1,-1,140,427,-287,287
Steve Montgomery,Tony Sims,Tony Sims,2015-06-27,0,1,-5,5,1.8,3,12.7,-12.7,30,-30,18.2,-18.2,0,33,14,16,-2,2,-1.20000004768372,1.20000004768372,0,0,0,0,0,0,0,0,0,0,0,0
Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,2015-08-23,1,0,-3,3,2.2,3,-5.080002,5.080002,0,0,0,0,726,55,16,16,0,0,-0.799999952316284,0.799999952316284,2,1,0,0,1,-1,0,0,120,57,63,-63
Adam Cella,Tor Troeng,Tor Troeng,2013-04-06,0,1,-3,3,0.75,2.285714,0,0,-15,15,-5,5,0,141,14,23,-9,9,-1.53571438789368,1.53571438789368,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Natal,Tor Troeng,Rafael Natal,2013-09-04,1,0,0,0,2.333333,2.285714,-5.080002,5.080002,0,0,4.580002,-4.580002,484,305,30,23,7,-7,4.76188659667969e-02,-4.76188659667969e-02,2,1,0,0,1,-1,0,0,109,151,-42,42
Trevor Smith,Tor Troeng,Trevor Smith,2014-07-19,1,0,2,-2,1.5,2.285714,2.539993,-2.539993,0,0,-0.5,0.5,431,265,25,23,2,-2,-0.785714387893677,0.785714387893677,0,0,0,0,0,0,0,0,0,318,-318,318
Krzysztof Jotko,Tor Troeng,Krzysztof Jotko,2014-10-04,1,0,-6,6,4,2.285714,-2.540009,2.540009,0,0,4.580002,-4.580002,198,251,30,23,7,-7,1.71428561210632,-1.71428561210632,1,0,0,0,1,-1,0,0,302,77,225,-225
Garrett Armfield,Toshiomi Kazama,Garrett Armfield,2023-08-26,1,0,0,0,3,2.5,-2.539993,2.539993,0,0,2.540009,-2.540009,26,0,12,14,-2,2,0.5,-0.5,0,0,0,0,0,0,0,0,413,0,413,-413
Pat Miletich,Townsend Saunders,Pat Miletich,1998-03-13,1,0,,,4.142857,0,12.7,-12.7,0,0,12,-12,0,0,36,2,34,-34,4.14285707473755,-4.14285707473755,0,0,0,0,0,0,0,0,0,0,0,0
Mikey Burnett,Townsend Saunders,Mikey Burnett,1999-01-08,1,0,,,2.5,0,2.539993,-2.539993,0,0,2,-2,0,0,7,2,5,-5,2.5,-2.5,0,0,0,0,0,0,0,0,84,301,-217,217
Vitor Belfort,Tra Telligman,Vitor Belfort,1997-02-07,1,0,-13,13,1.857143,1.4,-5.080002,5.080002,-48,48,-22.03999,22.03999,0,0,40,12,28,-28,0.45714282989502,-0.45714282989502,1,0,0,0,1,-1,0,0,0,0,0,0
Brad Kohler,Tra Telligman,Tra Telligman,1997-12-21,0,1,1,-1,0.8,1.4,-12.70001,12.70001,-13,13,-14,14,0,0,27,12,15,-15,-0.599999964237213,0.599999964237213,0,0,0,1,0,0,-1,1,0,317,-317,317
Pedro Rizzo,Tra Telligman,Pedro Rizzo,1999-05-07,1,0,-9,9,1.818182,1.4,-2.540009,2.540009,8,-8,-22,22,0,0,31,12,19,-19,0.418181896209717,-0.418181896209717,0,1,0,1,-1,1,-1,1,0,502,-502,502
Pedro Rizzo,Tra Telligman,Pedro Rizzo,2003-06-06,1,0,-9,9,1.818182,1.4,-2.540009,2.540009,8,-8,-22,22,205,23,31,12,19,-19,0.418181896209717,-0.418181896209717,2,0,0,2,2,-2,-2,2,987,1491,-504,504
Tim Sylvia,Tra Telligman,Tim Sylvia,2005-08-20,1,0,-11,11,3.1,1.4,15.23999,-15.23999,32,-32,-6.800003,6.800003,1,0,41,12,29,-29,1.69999992847443,-1.69999992847443,0,0,0,3,0,0,-3,3,0,806,-806,806
Rob Broughton,Travis Browne,Travis Browne,2011-09-24,0,1,-1,1,2.285714,2.571429,-10.15999,10.15999,10,-10,-12.7,12.7,24,408,23,25,-2,2,-0.285714149475098,0.285714149475098,1,0,0,0,1,-1,0,0,343,0,343,-343
Josh Barnett,Travis Browne,Travis Browne,2013-12-28,0,1,5,-5,4.375,2.571429,-7.619995,7.619995,-5,5,-2.540009,2.540009,10,0,43,25,18,-18,1.80357146263123,-1.80357146263123,4,1,1,0,3,-3,1,-1,119,826,-707,707
Andrei Arlovski,Travis Browne,Andrei Arlovski,2015-05-23,1,0,4,-4,1.545455,2.571429,-7.619995,7.619995,-15,15,-5.080002,5.080002,5,6,56,25,31,-31,-1.02597403526306,1.02597403526306,5,2,3,0,3,-3,3,-3,252,511,-259,259
David Dodd,Travis Fulton,Travis Fulton,1999-07-16,0,1,3,-3,0.5714286,4.773585,5.080002,-5.080002,-40,40,5,-5,97,461,11,306,-295,295,-4.20215624570847,4.20215624570847,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Eastman,Travis Lutter,Travis Lutter,2004-10-22,0,1,2,-2,1.2,1.666667,-5.080002,5.080002,0,0,-5.080002,5.080002,0,2,33,16,17,-17,-0.466666579246521,0.466666579246521,0,0,0,0,0,0,0,0,0,0,0,0
Matt Lindland,Travis Lutter,Matt Lindland,2005-04-16,1,0,3,-3,2.444444,1.666667,2.540009,-2.540009,0,0,-2.539993,2.539993,328,113,31,16,15,-15,0.777777791023254,-0.777777791023254,0,1,2,0,-1,1,2,-2,238,176,62,-62
Patrick Cote,Travis Lutter,Travis Lutter,2006-11-11,0,1,-7,7,2.090909,1.666667,0,0,-15,15,0,0,0,117,34,16,18,-18,0.424242377281189,-0.424242377281189,0,0,0,0,0,0,0,0,462,574,-112,112
Rich Franklin,Travis Lutter,Rich Franklin,2008-04-19,1,0,-1,1,4.142857,1.666667,5.080002,-5.080002,0,0,2.539993,-2.539993,126,202,36,16,20,-20,2.47619044780731,-2.47619044780731,0,1,2,0,-1,1,2,-2,182,525,-343,343
Vladimir Matyushenko,Travis Wiuff,Vladimir Matyushenko,2002-11-22,1,0,7,-7,3.375,3.571429,-7.619995,7.619995,0,0,-5.039993,5.039993,196,3,35,96,-61,61,-0.196428537368774,0.196428537368774,0,0,0,0,0,0,0,0,420,0,420,-420
Renato Sobral,Travis Wiuff,Renato Sobral,2005-04-16,1,0,2,-2,3.363636,3.571429,-5.080002,5.080002,0,0,-2.5,2.5,199,71,48,96,-48,48,-0.207792282104492,0.207792282104492,0,0,0,1,0,0,-1,1,0,876,-876,876
Mark Hall,Trent Jenkins,Mark Hall,1995-12-16,1,0,,,0.8333333,0,-5.080002,5.080002,5,-5,2,-2,0,0,11,4,7,-7,0.833333313465118,-0.833333313465118,1,0,0,0,1,-1,0,0,99,0,99,-99
Bryan Battle,Tresean Gore,Bryan Battle,2022-02-05,1,0,0,0,5.5,2.5,2.539993,-2.539993,-15,15,5.080002,-5.080002,200,76,13,7,6,-6,3,-3,1,0,0,0,1,-1,0,0,161,0,161,-161
Cody Brundage,Tresean Gore,Cody Brundage,2022-07-09,1,0,0,0,1.8,2.5,0,0,0,0,-7.619995,7.619995,78,0,14,7,7,-7,-0.700000047683716,0.700000047683716,1,0,0,0,1,-1,0,0,119,154,-35,35
Josh Fremd,Tresean Gore,Tresean Gore,2022-10-29,0,1,0,0,2.2,2.5,10.15999,-10.15999,0,0,2.539993,-2.539993,39,166,16,7,9,-9,-0.299999952316284,0.299999952316284,0,0,0,1,0,0,-1,1,203,112,91,-91
James Bochnovic,Trevin Giles,Trevin Giles,2017-07-08,0,1,4,-4,2.666667,3.2,10.15999,-10.15999,35,-35,17.78,-17.78,8,343,11,21,-10,10,-0.533333301544189,0.533333301544189,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Braga Neto,Trevin Giles,Trevin Giles,2017-12-09,0,1,5,-5,3,3.2,7.619995,-7.619995,15,-15,7.619995,-7.619995,194,24,12,21,-9,9,-0.200000047683716,0.200000047683716,0,1,0,0,-1,1,0,0,1260,154,1106,-1106
Zak Cummings,Trevin Giles,Zak Cummings,2019-05-18,1,0,8,-8,3.571429,3.2,0,0,35,-35,2.539993,-2.539993,26,23,32,21,11,-11,0.371428489685059,-0.371428489685059,1,2,0,0,-1,1,0,0,154,525,-371,371
Roman Dolidze,Trevin Giles,Trevin Giles,2021-03-20,0,1,4,-4,6,3.2,5.080002,-5.080002,15,-15,5.079987,-5.079987,255,75,14,21,-7,7,2.79999995231628,-2.79999995231628,1,0,0,0,1,-1,0,0,245,672,-427,427
Dricus Du Plessis,Trevin Giles,Dricus Du Plessis,2021-07-10,1,0,-1,1,10,3.2,2.539993,-2.539993,15,-15,5.079987,-5.079987,94,12,22,21,1,-1,6.79999995231628,-6.79999995231628,1,1,0,0,0,0,0,0,273,112,161,-161
Louis Cosce,Trevin Giles,Trevin Giles,2022-09-17,0,1,-3,3,3.5,3.2,-7.62001,7.62001,0,0,-7.62001,7.62001,216,129,9,21,-12,12,0.299999952316284,-0.299999952316284,0,0,1,1,0,0,0,0,665,434,231,-231
Gabriel Bonfim,Trevin Giles,Gabriel Bonfim,2023-07-29,1,0,-5,5,15,3.2,2.539993,-2.539993,0,0,-5.080002,5.080002,26,14,15,21,-6,6,11.7999999523163,-11.7999999523163,1,1,0,1,0,0,-1,1,189,315,-126,126
Mario Bautista,Trevin Jones,Trevin Jones,2021-03-06,0,1,-3,3,6.5,1.3,5.080002,-5.080002,0,0,-2.540009,2.540009,9,86,15,23,-8,8,5.20000004768372,-5.20000004768372,2,0,0,0,2,-2,0,0,392,0,392,-392
Javid Basharat,Trevin Jones,Javid Basharat,2022-03-12,1,0,-5,5,14,1.3,5.080002,-5.080002,0,0,-2.540009,2.540009,0,3,14,23,-9,9,12.7000000476837,-12.7000000476837,0,1,0,0,-1,1,0,0,0,371,-371,371
Raoni Barcelos,Trevin Jones,Raoni Barcelos,2022-10-01,1,0,3,-3,3.4,1.3,0,0,0,0,-7.62001,7.62001,427,0,22,23,-1,1,2.10000014305115,-2.10000014305115,0,0,0,0,0,0,0,0,252,203,49,-49
Cody Garbrandt,Trevin Jones,Cody Garbrandt,2023-03-04,1,0,-1,1,2.6,1.3,2.540009,-2.540009,0,0,-12.7,12.7,152,99,18,23,-5,5,1.29999995231628,-1.29999995231628,0,0,2,0,0,0,2,-2,448,154,294,-294
Erick Gonzalez,Trevor Peek,Trevor Peek,2023-02-25,0,1,3,-3,1.75,8,5.080002,-5.080002,0,0,12.7,-12.7,135,16,22,9,13,-13,-6.25,6.25,0,0,1,0,0,0,1,-1,203,0,203,-203
Chepe Mariscal,Trevor Peek,Chepe Mariscal,2023-06-24,1,0,2,-2,2.5,8,-5.080002,5.080002,-10,10,-2.540009,2.540009,329,83,21,9,12,-12,-5.5,5.5,0,1,0,0,-1,1,0,0,0,119,-119,119
Travis Lutter,Trevor Prangley,Trevor Prangley,2005-08-20,0,1,0,0,1.666667,3.090909,-5.080002,5.080002,0,0,0,0,101,651,16,45,-29,29,-1.42424237728119,1.42424237728119,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Horn,Trevor Prangley,Jeremy Horn,2005-11-19,1,0,-3,3,4.136364,3.090909,0,0,0,0,-2.539993,2.539993,109,554,113,45,68,-68,1.04545450210571,-1.04545450210571,0,1,1,0,-1,1,1,-1,91,91,0,0
Ed Herman,Trevor Smith,Ed Herman,2013-07-27,1,0,0,0,1.6875,1.5,-5.080002,5.080002,20,-20,5.080002,-5.080002,198,200,43,25,18,-18,0.1875,-0.1875,2,0,1,0,2,-2,1,-1,539,0,539,-539
Brian Houston,Trevor Smith,Trevor Smith,2014-01-15,0,1,-1,1,0.6666667,1.5,-2.539993,2.539993,0,0,2.5,-2.5,89,92,10,25,-15,15,-0.833333313465118,0.833333313465118,0,0,0,0,0,0,0,0,0,172,-172,172
Thales Leites,Trevor Smith,Thales Leites,2014-04-11,1,0,-1,1,3.111111,1.5,-5.080002,5.080002,0,0,7.619995,-7.619995,4,0,37,25,12,-12,1.61111116409302,-1.61111116409302,1,1,0,0,0,0,0,0,251,86,165,-165
Caio Magalhaes,Trevor Smith,Caio Magalhaes,2014-11-08,1,0,-7,7,3.333333,1.5,-5.080002,5.080002,0,0,-5.080002,5.080002,3,0,13,25,-12,12,1.83333325386047,-1.83333325386047,3,0,0,1,3,-3,-1,1,203,211,-8,8
Dan Miller,Trevor Smith,Trevor Smith,2015-07-12,0,1,0,0,1.75,1.5,-5.080002,5.080002,0,0,-2.539993,2.539993,5,716,22,25,-3,3,0.25,-0.25,0,0,0,2,0,0,-2,2,1415,246,1169,-1169
Joseph Gigliotti,Trevor Smith,Trevor Smith,2016-08-06,0,1,-13,13,3.5,1.5,-10.16,10.16,0,0,-7.5,7.5,58,766,9,25,-16,16,2,-2,0,1,0,2,-1,1,-2,2,0,391,-391,391
Andrew Sanchez,Trevor Smith,Andrew Sanchez,2016-12-09,1,0,-7,7,1.857143,1.5,-5.080002,5.080002,0,0,-2.539993,2.539993,27,43,20,25,-5,5,0.357142806053162,-0.357142806053162,0,2,0,2,-2,2,-2,2,0,125,-125,125
Chris Camozzi,Trevor Smith,Trevor Smith,2017-05-28,0,1,-6,6,1.846154,1.5,-2.539993,2.539993,0,0,0,0,0,804,37,25,12,-12,0.346153855323792,-0.346153855323792,0,0,0,2,0,0,-2,2,183,170,13,-13
Zak Cummings,Trevor Smith,Zak Cummings,2018-12-15,1,0,-3,3,3.571429,1.5,-7.619995,7.619995,20,-20,0,0,125,126,32,25,7,-7,2.07142853736877,-2.07142853736877,0,1,0,2,-1,1,-2,2,210,566,-356,356
Makhmud Muradov,Trevor Smith,Makhmud Muradov,2019-12-07,1,0,-9,9,3.25,1.5,-2.539993,2.539993,0,0,0,0,7,6,34,25,9,-9,1.75,-1.75,0,0,0,2,0,0,-2,2,0,357,-357,357
Jordan Leavitt,Trey Ogden,Jordan Leavitt,2022-04-16,1,0,-6,6,5.5,2.666667,-5.080002,5.080002,0,0,-2.540009,2.540009,317,122,13,22,-9,9,2.83333325386047,-2.83333325386047,1,0,0,0,1,-1,0,0,119,0,119,-119
Ignacio Bahamondes,Trey Ogden,Ignacio Bahamondes,2023-04-08,1,0,-8,8,2.8,2.666667,10.16,-10.16,0,0,7.619995,-7.619995,0,0,19,22,-3,3,0.133333206176758,-0.133333206176758,1,0,0,0,1,-1,0,0,595,357,238,-238
Josh Quinlan,Trey Waters,Trey Waters,2023-04-29,0,1,2,-2,6,8,-12.7,12.7,0,0,-12.7,12.7,54,27,7,9,-2,2,-2,2,1,0,0,0,1,-1,0,0,259,0,259,-259
Richie Hightower,Troy Mandaloniz,Troy Mandaloniz,2007-12-08,0,1,6,-6,2,1.5,-2.539993,2.539993,0,0,-3,3,19,98,12,5,7,-7,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0
Paul Kelly,Troy Mandaloniz,Paul Kelly,2009-02-21,1,0,-5,5,2.8,1.5,0,0,-15,15,-0.1999969,0.1999969,383,165,19,5,14,-14,1.29999995231628,-1.29999995231628,1,1,0,0,0,0,0,0,399,441,-42,42
Kevin Aguilar,Tucker Lutz,Tucker Lutz,2021-05-15,0,1,6,-6,3.4,3,-2.540009,2.540009,10,-10,2.539993,-2.539993,52,185,22,16,6,-6,0.400000095367432,-0.400000095367432,0,0,1,0,0,0,1,-1,336,0,336,-336
Melsik Baghdasaryan,Tucker Lutz,Melsik Baghdasaryan,2023-07-15,1,0,2,-2,4,3,2.539993,-2.539993,0,0,-5.080002,5.080002,42,379,10,16,-6,6,1,-1,0,1,0,0,-1,1,0,0,154,791,-637,637
Ian Loveland,Tyler Toner,Ian Loveland,2010-12-04,1,0,0,0,1.8,2.142857,0,0,0,0,0.1999969,-0.1999969,382,0,28,22,6,-6,-0.342857122421265,0.342857122421265,0,0,0,0,0,0,0,0,0,0,0,0
Jay Hieron,Tyron Woodley,Tyron Woodley,2013-02-02,0,1,6,-6,3.285714,2.714286,7.62001,-7.62001,0,0,2.539993,-2.539993,0,9,30,26,4,-4,0.571428775787354,-0.571428775787354,0,0,1,0,0,0,1,-1,3150,0,3150,-3150
Jake Shields,Tyron Woodley,Jake Shields,2013-06-15,1,0,3,-3,3.444444,2.714286,7.62001,-7.62001,0,0,-5.080002,5.080002,246,125,40,26,14,-14,0.730158805847168,-0.730158805847168,0,1,0,0,-1,1,0,0,777,133,644,-644
Josh Koscheck,Tyron Woodley,Tyron Woodley,2013-11-16,0,1,4,-4,1.545455,2.714286,2.540009,-2.540009,0,0,-2.540009,2.540009,60,90,28,26,2,-2,-1.16883111000061,1.16883111000061,0,0,2,0,0,0,2,-2,266,154,112,-112
Carlos Condit,Tyron Woodley,Tyron Woodley,2014-03-15,0,1,-2,2,2.285714,2.714286,12.70001,-12.70001,0,0,2.539993,-2.539993,3,183,46,26,20,-20,-0.428571224212646,0.428571224212646,1,1,0,0,0,0,0,0,199,119,80,-80
Rory MacDonald,Tyron Woodley,Rory MacDonald,2014-06-14,1,0,-8,8,4.75,2.714286,7.62001,-7.62001,0,0,5.079987,-5.079987,186,85,23,26,-3,3,2.03571438789368,-2.03571438789368,4,2,0,0,2,-2,0,0,112,91,21,-21
Dong Hyun Kim,Tyron Woodley,Tyron Woodley,2014-08-23,0,1,0,0,5.5,2.714286,12.70001,-12.70001,0,0,5.079987,-5.079987,0,50,26,26,0,0,2.78571438789368,-2.78571438789368,2,0,1,0,2,-2,1,-1,318,70,248,-248
Kelvin Gastelum,Tyron Woodley,Tyron Woodley,2015-01-31,0,1,-9,9,2.25,2.714286,0,0,0,0,-7.62001,7.62001,42,26,26,26,0,0,-0.464285612106323,0.464285612106323,4,1,0,0,3,-3,0,0,217,161,56,-56
Robbie Lawler,Tyron Woodley,Tyron Woodley,2016-07-30,0,1,0,0,1.875,2.714286,5.080002,-5.080002,0,0,0,0,0,19,46,26,20,-20,-0.839285612106323,0.839285612106323,3,2,0,0,1,-1,0,0,385,546,-161,161
Stephen Thompson,Tyron Woodley,Tyron Woodley,2017-03-04,0,1,0,0,2.833333,2.714286,7.62001,-7.62001,0,0,2.539993,-2.539993,19,117,23,26,-3,3,0.11904764175415,-0.11904764175415,1,3,0,0,-2,2,0,0,1106,217,889,-889
Demian Maia,Tyron Woodley,Tyron Woodley,2017-07-29,0,1,4,-4,2.545455,2.714286,10.16,-10.16,0,0,-5.080002,5.080002,52,6,39,26,13,-13,-0.16883111000061,0.16883111000061,3,4,1,0,-1,1,1,-1,77,147,-70,70
Darren Till,Tyron Woodley,Tyron Woodley,2018-09-08,0,1,-11,11,3.6,2.714286,7.62001,-7.62001,15,-15,0,0,12,330,23,26,-3,3,0.885714292526245,-0.885714292526245,1,5,0,0,-4,4,0,0,371,406,-35,35
Kamaru Usman,Tyron Woodley,Kamaru Usman,2019-03-02,1,0,-5,5,6.666667,2.714286,7.62001,-7.62001,0,0,5.079987,-5.079987,1093,0,23,26,-3,3,3.95238089561462,-3.95238089561462,1,6,0,0,-5,5,0,0,952,175,777,-777
Gilbert Burns,Tyron Woodley,Gilbert Burns,2020-05-30,1,0,-5,5,3.666667,2.714286,2.540009,-2.540009,0,0,-7.62001,7.62001,478,167,28,26,2,-2,0.952381134033203,-0.952381134033203,4,0,1,0,4,-4,1,-1,77,455,-378,378
Colby Covington,Tyron Woodley,Colby Covington,2020-09-19,1,0,-6,6,5.666667,2.714286,5.080002,-5.080002,0,0,-5.080002,5.080002,721,14,20,26,-6,6,2.95238089561462,-2.95238089561462,0,0,1,0,0,0,1,-1,280,112,168,-168
Vicente Luque,Tyron Woodley,Vicente Luque,2021-03-27,1,0,-9,9,2.444444,2.714286,5.080002,-5.080002,0,0,2.539993,-2.539993,123,22,31,26,5,-5,-0.269841194152832,0.269841194152832,1,0,0,1,1,-1,-1,1,322,189,133,-133
David Dodd,Tyrone Roberts,Tyrone Roberts,2000-06-09,0,1,,,0.5714286,3.583333,12.70001,-12.70001,15,-15,13,-13,2,287,11,55,-44,44,-3.01190465688705,3.01190465688705,0,0,0,0,0,0,0,0,329,0,329,-329
Frankie Edgar,Tyson Griffin,Frankie Edgar,2007-02-03,1,0,3,-3,2.090909,2,0,0,-10,10,0,0,302,99,34,24,10,-10,9.09090042114258e-02,-9.09090042114258e-02,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Aurelio,Tyson Griffin,Tyson Griffin,2008-07-05,0,1,10,-10,2.2,2,10.16,-10.16,10,-10,15.24001,-15.24001,29,379,32,24,8,-8,0.200000047683716,-0.200000047683716,2,0,0,0,2,-2,0,0,94,518,-424,424
Rafael Dos Anjos,Tyson Griffin,Tyson Griffin,2009-04-01,0,1,0,0,2.133333,2,5.080002,-5.080002,25,-25,5.080002,-5.080002,5,171,47,24,23,-23,0.133333444595337,-0.133333444595337,0,1,1,0,-1,1,1,-1,137,270,-133,133
Hermes Franca,Tyson Griffin,Tyson Griffin,2009-09-19,0,1,10,-10,1.411765,2,0,0,10,-10,7.619995,-7.619995,0,17,41,24,17,-17,-0.588235259056091,0.588235259056091,0,2,0,0,-2,2,0,0,805,171,634,-634
Evan Dunham,Tyson Griffin,Evan Dunham,2010-06-12,1,0,2,-2,2,2,10.16,-10.16,10,-10,5.080002,-5.080002,535,18,27,24,3,-3,0,0,2,3,0,0,-1,1,0,0,152,266,-114,114
Takanori Gomi,Tyson Griffin,Takanori Gomi,2010-08-01,1,0,5,-5,2.5,2,2.539993,-2.539993,10,-10,5.080002,-5.080002,4,0,49,24,25,-25,0.5,-0.5,0,0,0,0,0,0,0,0,0,50,-50,50
Manvel Gamburyan,Tyson Griffin,Tyson Griffin,2011-06-26,0,1,3,-3,1.5,2,-2.539993,2.539993,-10,10,-2.540009,2.540009,158,228,25,24,1,-1,-0.5,0.5,0,0,0,1,0,0,-1,1,876,329,547,-547
Kai Kara-France,Tyson Nam,Kai Kara-France,2020-02-22,1,0,-10,10,2.181818,1.5,-7.619995,7.619995,0,0,2.539993,-2.539993,17,53,35,35,0,0,0.681818246841431,-0.681818246841431,0,0,0,0,0,0,0,0,70,0,70,-70
Zarrukh Adashev,Tyson Nam,Tyson Nam,2020-06-13,0,1,-9,9,1,1.5,-5.079987,5.079987,0,0,-7.619995,7.619995,0,2,8,35,-27,27,-0.5,0.5,0,0,0,0,0,0,0,0,0,112,-112,112
Azat Maksum,Tyson Nam,Azat Maksum,2023-07-15,1,0,-11,11,17,1.5,0,0,0,0,5.080002,-5.080002,22,30,17,35,-18,18,15.5,-15.5,0,1,0,0,-1,1,0,0,0,1127,-1127,1127
Paul Craig,Tyson Pedro,Tyson Pedro,2017-03-04,0,1,4,-4,2.833333,2.5,0,0,-20,20,-7.62001,7.62001,6,157,23,14,9,-9,0.333333253860474,-0.333333253860474,1,0,0,0,1,-1,0,0,77,0,77,-77
Ilir Latifi,Tyson Pedro,Ilir Latifi,2017-09-09,1,0,10,-10,1.888889,2.5,-12.7,12.7,25,-25,-15.24001,15.24001,442,4,26,14,12,-12,-0.611111164093018,0.611111164093018,3,1,0,0,2,-2,0,0,553,189,364,-364
Harry Hunsucker,Tyson Pedro,Tyson Pedro,2022-08-20,0,1,3,-3,1.166667,2.5,-2.539993,2.539993,0,0,-10.16,10.16,0,4,13,14,-1,1,-1.33333337306976,1.33333337306976,0,0,2,0,0,0,2,-2,245,1806,-1561,1561
Modestas Bukauskas,Tyson Pedro,Modestas Bukauskas,2023-02-11,1,0,-2,2,3,2.5,0,0,0,0,-2.540009,2.540009,57,181,20,14,6,-6,0.5,-0.5,0,1,2,0,-1,1,2,-2,525,175,350,-350
Sergey Morozov,Umar Nurmagomedov,Umar Nurmagomedov,2021-01-20,0,1,6,-6,3.8,16,-5.080002,5.080002,0,0,-5.080002,5.080002,8,177,24,16,8,-8,-12.2000000476837,12.2000000476837,0,0,0,0,0,0,0,0,0,0,0,0
Brian Kelleher,Umar Nurmagomedov,Umar Nurmagomedov,2022-03-05,0,1,9,-9,1.714286,16,-5.080002,5.080002,0,0,-7.619995,7.619995,6,87,38,16,22,-22,-14.2857142686844,14.2857142686844,1,1,1,0,0,0,1,-1,196,409,-213,213
Nate Maness,Umar Nurmagomedov,Umar Nurmagomedov,2022-06-25,0,1,4,-4,4.666667,16,5.080002,-5.080002,-10,10,7.62001,-7.62001,0,649,17,16,1,-1,-11.3333334922791,11.3333334922791,2,2,0,0,0,0,0,0,574,112,462,-462
Raoni Barcelos,Umar Nurmagomedov,Umar Nurmagomedov,2023-01-14,0,1,8,-8,3.4,16,-2.540009,2.540009,0,0,-5.080002,5.080002,0,2,22,16,6,-6,-12.5999999046326,12.5999999046326,1,3,0,0,-2,2,0,0,105,203,-98,98
Kelvin Gastelum,Uriah Hall,Kelvin Gastelum,2013-04-13,1,0,-7,7,2.25,1.636364,-7.62001,7.62001,-15,15,-20.32001,20.32001,389,114,26,29,-3,3,0.613636374473572,-0.613636374473572,0,0,0,0,0,0,0,0,0,0,0,0
Oluwale Bamgbose,Uriah Hall,Uriah Hall,2015-08-08,0,1,-3,3,1.5,1.636364,-2.540009,2.540009,0,0,-2.540009,2.540009,0,96,10,29,-19,19,-0.136363625526428,0.136363625526428,0,0,0,0,0,0,0,0,0,847,-847,847
Derek Brunson,Uriah Hall,Derek Brunson,2016-09-17,1,0,0,0,2.555556,1.636364,2.539993,-2.539993,0,0,-5.080002,5.080002,62,0,32,29,3,-3,0.919191956520081,-0.919191956520081,3,1,1,0,2,-2,1,-1,209,406,-197,197
Paulo Costa,Uriah Hall,Paulo Costa,2018-07-07,1,0,-6,6,7,1.636364,2.539993,-2.539993,0,0,-17.78,17.78,8,3,16,29,-13,13,5.36363637447357,-5.36363637447357,2,0,0,1,2,-2,-1,1,245,658,-413,413
Antonio Carlos Junior,Uriah Hall,Uriah Hall,2019-09-14,0,1,-6,6,2.2,1.636364,5.080002,-5.080002,0,0,0,0,642,25,16,29,-13,13,0.563636422157288,-0.563636422157288,0,0,1,2,0,0,-1,1,119,434,-315,315
Dominick Cruz,Urijah Faber,Dominick Cruz,2011-07-02,1,0,-6,6,6,3.181818,5.080002,-5.080002,0,0,2.540009,-2.540009,137,45,28,46,-18,18,2.81818175315857,-2.81818175315857,0,0,0,0,0,0,0,0,0,0,0,0
Brian Bowles,Urijah Faber,Urijah Faber,2011-11-19,0,1,-1,1,3.333333,3.181818,2.539993,-2.539993,0,0,7.62001,-7.62001,0,139,13,46,-33,33,0.151515007019043,-0.151515007019043,2,0,0,0,2,-2,0,0,140,140,0,0
Renan Barao,Urijah Faber,Renan Barao,2012-07-21,1,0,-8,8,3.777778,3.181818,0,0,10,-10,7.62001,-7.62001,0,8,43,46,-3,3,0.595959424972534,-0.595959424972534,3,1,0,0,2,-2,0,0,168,245,-77,77
Iuri Alcantara,Urijah Faber,Urijah Faber,2013-08-17,0,1,-1,1,3.5,3.181818,7.619995,-7.619995,0,0,10.16,-10.16,152,608,45,46,-1,1,0.318181753158569,-0.318181753158569,1,0,0,0,1,-1,0,0,91,392,-301,301
Renan Barao,Urijah Faber,Renan Barao,2014-02-01,1,0,-7,7,3.777778,3.181818,0,0,10,-10,7.62001,-7.62001,14,0,43,46,-3,3,0.595959424972534,-0.595959424972534,6,1,0,0,5,-5,0,0,133,168,-35,35
