l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win,l_win_difference,r_win_difference
Rich Clementi,Ross Pointon,Rich Clementi,0,66,26,63,23,1,1,1,0,0,104,23,104,23,0,0,0,0,43,0,Submission,3,2,4:53,1,0,1.60358056426048,-1.60358056426048
Rich Clementi,Anthony Johnson,Rich Clementi,0,57,43,24,12,2,1,2,1,1,54,25,50,22,2,1,3,1,162,143,Submission,3,2,3:05,1,0,-1.71014499664307,1.71014499664307
Rich Clementi,Melvin Guillard,Rich Clementi,0,13,10,9,6,2,2,2,1,0,18,5,18,5,1,1,0,0,108,28,Submission,3,1,4:40,1,0,0.178743958473206,-0.178743958473206
Rich Clementi,Terry Etim,Rich Clementi,0,244,171,47,20,8,4,0,0,1,72,30,61,23,0,0,1,0,593,48,Decision,3,3,5:00,1,0,-1.24347829818726,1.24347829818726
Rich Clementi,Gray Maynard,Gray Maynard,0,57,20,42,7,0,0,0,1,0,111,66,61,22,7,5,2,0,13,581,Decision,3,3,5:00,0,1,9.93789434432983e-02,-9.93789434432983e-02
Rich Franklin,Nate Quarry,Rich Franklin,2,36,15,34,13,0,0,0,0,0,20,4,20,4,0,0,0,0,10,0,KO/TKO,5,1,2:34,1,0,1.14285707473755,-1.14285707473755
Rich Franklin,Evan Tanner,Rich Franklin,1,38,16,38,16,0,0,0,0,0,14,6,14,6,0,0,0,0,2,0,KO/TKO,3,1,2:40,1,0,0.142857074737549,-0.142857074737549
Rich Franklin,Travis Lutter,Rich Franklin,1,75,56,43,28,0,0,0,0,0,18,9,9,1,9,1,1,0,126,202,KO/TKO,3,2,3:01,1,0,2.47619044780731,-2.47619044780731
Rich Franklin,Forrest Griffin,Forrest Griffin,0,112,40,104,33,2,1,0,0,0,249,126,155,50,7,5,0,0,21,353,Decision,3,3,5:00,0,1,1.42857146263123,-1.42857146263123
Rich Franklin,Wanderlei Silva,Rich Franklin,0,342,126,336,122,2,1,0,0,1,213,80,187,58,0,0,0,0,47,39,Decision,5,5,5:00,1,0,1.45054936408997,-1.45054936408997
Rich Franklin,Evan Tanner,Rich Franklin,0,279,104,272,97,0,0,1,1,1,99,27,95,25,5,1,1,0,75,48,KO/TKO,5,4,3:25,1,0,0.142857074737549,-0.142857074737549
Rich Franklin,Anderson Silva,Anderson Silva,0,26,13,23,10,0,0,0,0,1,36,31,36,31,0,0,0,0,0,22,KO/TKO,5,1,2:59,0,1,1.05194807052612,-1.05194807052612
Rich Franklin,Cung Le,Cung Le,0,21,12,21,12,0,0,0,0,1,16,8,16,8,0,0,0,0,0,2,KO/TKO,5,1,2:17,0,1,1.14285707473755,-1.14285707473755
Rich Franklin,Yushin Okami,Rich Franklin,0,110,42,102,36,3,1,0,0,0,78,34,59,17,2,1,3,0,178,117,Decision,3,3,5:00,1,0,1.30952382087708,-1.30952382087708
Rich Franklin,Chuck Liddell,Rich Franklin,1,55,27,52,24,0,0,0,0,0,44,19,41,17,1,1,0,0,5,29,KO/TKO,3,1,4:55,1,0,1.51785707473755,-1.51785707473755
Rich Franklin,Ken Shamrock,Rich Franklin,0,38,25,36,23,0,0,0,0,0,4,0,4,0,1,1,2,0,17,25,KO/TKO,3,1,2:42,1,0,2.4957982301712,-2.4957982301712
Rich Franklin,Jason MacDonald,Rich Franklin,0,103,63,89,49,1,1,0,1,0,38,27,27,16,11,1,0,0,295,117,KO/TKO,3,2,5:00,1,0,2.58035707473755,-2.58035707473755
Rich Franklin,Wanderlei Silva,Rich Franklin,0,167,67,150,52,2,1,0,0,0,157,55,137,38,1,1,0,0,78,92,Decision,3,3,5:00,1,0,1.45054936408997,-1.45054936408997
Rich Franklin,David Loiseau,Rich Franklin,2,339,211,244,127,6,5,0,1,1,78,26,72,21,1,1,0,0,517,15,Decision,5,5,5:00,1,0,2.05194807052612,-2.05194807052612
Rich Franklin,Dan Henderson,Dan Henderson,0,106,47,96,39,0,0,0,0,0,96,43,88,36,6,4,0,0,93,306,Decision,3,3,5:00,0,1,2.00952363014221,-2.00952363014221
Rich Franklin,Matt Hamill,Rich Franklin,1,136,71,136,71,0,0,0,0,0,62,17,58,13,6,1,0,0,4,32,KO/TKO,3,3,0:39,1,0,2.64285707473755,-2.64285707473755
Rich Franklin,Jorge Rivera,Rich Franklin,1,116,84,73,41,3,3,1,0,0,81,60,41,22,1,0,0,0,575,50,Submission,3,3,4:28,1,0,1.92063474655151,-1.92063474655151
Rich Franklin,Anderson Silva,Anderson Silva,0,58,23,56,22,2,1,0,0,3,49,40,47,39,1,0,0,0,91,52,KO/TKO,5,2,1:07,0,1,1.05194807052612,-1.05194807052612
Richard Crunkilton,Hermes Franca,Hermes Franca,0,148,77,89,29,7,4,0,0,1,125,97,54,27,11,2,9,0,441,43,Decision,3,3,5:00,0,1,3.33823525905609,-3.33823525905609
Richardson Moreira,Marcos Rogerio de Lima,Marcos Rogerio de Lima,0,5,4,4,3,0,0,0,0,1,10,7,10,7,0,0,0,0,0,3,KO/TKO,3,1,0:20,0,1,-0.349999904632568,0.349999904632568
Richie Hightower,Troy Mandaloniz,Troy Mandaloniz,0,67,30,56,20,1,1,0,0,1,44,36,38,30,2,0,0,0,19,98,KO/TKO,3,1,4:20,0,1,0.5,-0.5
Rick Davis,Melvin Guillard,Melvin Guillard,0,10,5,10,5,0,0,0,0,1,28,10,28,10,0,0,0,0,0,2,KO/TKO,3,1,1:37,0,1,1.22222220897675,-1.22222220897675
Ricky Glenn,Myles Jury,Myles Jury,0,102,29,83,14,4,0,0,0,0,100,56,83,41,3,2,0,1,127,285,Decision,3,3,5:00,0,1,-1.10714292526245,1.10714292526245
Ricky Glenn,Joaquim Silva,Ricky Glenn,2,22,14,17,10,0,0,0,0,0,2,1,2,1,0,0,0,0,8,0,KO/TKO,3,1,0:37,1,0,0.742856979370117,-0.742856979370117
Ricky Glenn,Phillipe Nover,Ricky Glenn,0,123,60,115,52,11,0,0,0,0,165,108,102,50,2,0,0,0,272,0,Decision,3,3,5:00,1,0,1.76785707473755,-1.76785707473755
Ricky Glenn,Gavin Tucker,Ricky Glenn,1,289,184,237,142,7,4,1,0,0,105,43,82,23,4,0,1,0,466,15,Decision,3,3,5:00,1,0,-1.1904764175415,1.1904764175415
Ricky Rainey,Muslim Salikhov,Muslim Salikhov,0,46,21,44,19,1,0,0,0,1,49,26,48,25,2,0,0,0,5,20,KO/TKO,3,2,4:12,0,1,-2.75,2.75
Ricky Simon,Rani Yahya,Ricky Simon,2,150,66,137,54,5,4,0,0,0,195,52,186,47,9,0,0,0,230,0,Decision,3,3,5:00,1,0,2.45454549789429,-2.45454549789429
Ricky Simon,Song Yadong,Song Yadong,0,144,64,139,60,9,2,0,0,2,234,110,228,105,0,0,0,0,51,27,KO/TKO,5,5,1:10,0,1,2.14285707473755,-2.14285707473755
Ricky Turcios,Aiemann Zahabi,Aiemann Zahabi,0,235,27,235,27,2,0,0,0,0,105,54,105,54,0,0,0,0,0,0,Decision,3,3,5:00,0,1,-0.666666507720947,0.666666507720947
Riki Fukuda,Brad Tavares,Brad Tavares,0,182,75,172,69,1,1,0,0,0,270,131,254,116,0,0,0,0,59,0,Decision,3,3,5:00,0,1,0.444444417953491,-0.444444417953491
Riki Fukuda,Constantinos Philippou,Constantinos Philippou,0,114,61,97,44,8,0,0,0,0,173,53,162,42,2,0,0,0,116,7,Decision,3,3,5:00,0,1,6.6666841506958e-02,-6.6666841506958e-02
Riki Fukuda,Nick Ring,Nick Ring,0,121,65,82,28,9,6,0,0,0,130,46,125,41,1,0,0,0,292,4,Decision,3,3,5:00,0,1,-0.833333253860474,0.833333253860474
Rin Nakai,Miesha Tate,Miesha Tate,0,86,52,47,16,19,3,0,0,0,150,88,116,55,4,1,0,0,236,163,Decision,3,3,5:00,0,1,7.38888883590698,-7.38888883590698
Rin Nakai,Leslie Smith,Leslie Smith,0,124,58,92,31,13,3,1,0,0,193,72,181,62,0,0,0,0,332,2,Decision,3,3,5:00,0,1,8.07142853736877,-8.07142853736877
Rinat Fakhretdinov,Kevin Lee,Rinat Fakhretdinov,1,17,11,17,11,0,0,1,0,0,8,3,8,3,0,0,0,0,20,0,Submission,3,1,0:55,1,0,18.75,-18.75
Rinat Fakhretdinov,Andreas Michailidis,Rinat Fakhretdinov,0,130,106,61,45,10,5,0,0,0,65,48,33,18,2,0,0,1,780,39,Decision,3,3,5:00,1,0,18.8333332538605,-18.8333332538605
Roan Carneiro,Jon Fitch,Jon Fitch,0,11,5,10,4,4,2,1,0,0,70,54,34,18,1,0,1,0,217,74,Submission,3,2,1:07,0,1,-2.37662327289581,2.37662327289581
Roan Carneiro,Mark Munoz,Roan Carneiro,0,4,2,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,53,0,Submission,3,1,1:40,1,0,-0.424242377281189,0.424242377281189
Roan Carneiro,Ryo Chonan,Ryo Chonan,0,92,68,38,18,6,2,1,1,0,111,72,58,23,0,0,0,0,319,460,Decision,3,3,5:00,0,1,0.216783165931702,-0.216783165931702
Roan Carneiro,Tony DeSouza,Roan Carneiro,0,77,73,27,24,3,3,2,0,0,44,37,15,9,0,0,1,1,287,138,KO/TKO,3,2,3:33,1,0,-0.840909123420715,0.840909123420715
Roan Carneiro,Ryan LaFlare,Ryan LaFlare,0,56,25,50,19,4,0,0,0,1,116,51,91,29,4,1,0,0,113,309,Decision,3,3,5:00,0,1,-2.75757563114166,2.75757563114166
Roan Carneiro,Kenny Robertson,Roan Carneiro,0,80,43,70,33,6,2,0,1,0,153,45,134,28,0,0,0,2,157,192,Decision,3,3,5:00,1,0,-1.09090912342072,1.09090912342072
Roan Carneiro,Rich Clementi,Roan Carneiro,0,77,59,36,22,8,7,4,0,0,77,59,27,9,0,0,0,0,710,8,Decision,3,3,5:00,1,0,-4.74308729171753e-02,4.74308729171753e-02
Rob Broughton,Vinicius Queiroz,Rob Broughton,0,206,147,99,67,1,0,6,0,0,131,63,103,47,7,5,0,0,121,335,Submission,3,3,1:43,1,0,0.285714387893677,-0.285714387893677
Rob Broughton,Travis Browne,Travis Browne,0,102,65,57,22,0,0,1,0,0,106,57,93,45,3,3,0,0,24,408,Decision,3,3,5:00,0,1,-0.285714149475098,0.285714149475098
Rob Broughton,Philip De Fries,Philip De Fries,0,120,102,40,29,0,0,2,1,0,52,41,23,14,5,3,0,0,161,659,Decision,3,3,5:00,0,1,0.285714387893677,-0.285714387893677
Rob Emerson,Kurt Pellegrino,Kurt Pellegrino,0,80,24,77,21,5,2,0,0,0,69,27,58,16,5,1,1,0,60,89,Submission,3,2,3:14,0,1,-0.785714387893677,0.785714387893677
Rob Emerson,Keita Nakamura,Rob Emerson,0,220,89,212,81,0,0,0,0,1,203,66,191,57,4,4,0,0,0,88,Decision,3,3,5:00,1,0,-1.90000009536743,1.90000009536743
Rob Emerson,Manvel Gamburyan,Rob Emerson,1,3,3,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,KO/TKO,3,1,0:12,1,0,0,0
Rob Emerson,Phillipe Nover,Rob Emerson,0,71,40,53,26,11,7,0,0,0,66,36,48,19,1,0,2,1,548,81,Decision,3,3,5:00,1,0,0.125,-0.125
Rob Emerson,Nik Lentz,Nik Lentz,1,96,45,74,24,1,0,1,0,0,133,79,96,46,14,4,1,0,19,533,Decision,3,3,5:00,0,1,-1,1
Rob Font,Pedro Munhoz,Pedro Munhoz,0,68,30,68,30,1,0,0,0,0,48,20,48,20,1,0,1,1,5,2,Submission,3,1,4:03,0,1,0.357142925262451,-0.357142925262451
Rob Font,Matt Schnell,Rob Font,1,40,32,33,26,1,1,1,0,0,44,25,33,14,0,0,0,0,130,0,KO/TKO,3,1,3:47,1,0,0.571428537368774,-0.571428537368774
Rob Font,George Roop,Rob Font,1,23,12,23,12,0,0,0,0,0,37,10,37,10,0,0,0,0,4,17,KO/TKO,3,1,2:19,1,0,1.70329678058624,-1.70329678058624
Rob Font,Cory Sandhagen,Cory Sandhagen,0,69,25,49,9,2,1,0,0,0,211,132,84,34,7,7,1,0,68,1178,Decision,5,5,5:00,0,1,-1.39285707473755,1.39285707473755
Rob Font,Cody Garbrandt,Rob Font,0,374,183,365,176,3,2,0,0,0,159,78,142,63,10,3,0,0,73,182,Decision,5,5,5:00,1,0,0.257143020629883,-0.257143020629883
Rob Font,Douglas Silva de Andrade,Rob Font,0,154,79,144,70,4,2,3,0,0,98,32,93,28,2,2,0,0,129,10,Submission,3,2,4:36,1,0,-2.94285726547241,2.94285726547241
Rob Font,Joey Gomez,Rob Font,1,115,56,110,52,5,1,0,0,0,75,19,71,15,1,1,0,0,66,24,KO/TKO,3,2,4:13,1,0,-4.14285707473755,4.14285707473755
Rob Font,John Lineker,John Lineker,0,114,40,114,40,3,0,0,0,0,200,95,183,80,2,1,0,0,1,156,Decision,3,3,5:00,0,1,-0.58730149269104,0.58730149269104
Rob Font,Ricky Simon,Rob Font,0,212,100,202,90,1,1,0,0,0,161,65,154,59,16,6,0,0,11,198,Decision,3,3,5:00,1,0,-2.14285707473755,2.14285707473755
Rob Font,Adrian Yanez,Rob Font,1,75,33,75,33,1,0,0,0,0,54,25,54,25,0,0,0,0,4,0,KO/TKO,3,1,2:57,1,0,-1.14285707473755,1.14285707473755
Rob Font,Sergio Pettis,Rob Font,0,255,118,247,111,4,2,1,1,0,206,88,185,71,2,1,0,0,291,16,Decision,3,3,5:00,1,0,-0.742856979370117,0.742856979370117
Rob Font,Marlon Moraes,Rob Font,1,41,33,37,30,0,0,0,1,0,16,12,12,9,3,2,0,0,38,151,KO/TKO,3,1,3:47,1,0,0.557142972946167,-0.557142972946167
Rob Font,Marlon Vera,Marlon Vera,0,520,273,516,271,2,1,0,0,3,291,167,283,159,0,0,0,0,18,125,Decision,5,5,5:00,0,1,0.232142925262451,-0.232142925262451
Rob Kimmons,Dongi Yang,Dongi Yang,0,33,19,15,1,1,1,0,0,1,181,145,71,57,1,1,2,1,20,497,KO/TKO,3,2,4:47,0,1,-1.55555582046509,1.55555582046509
Rob Kimmons,Joe Vedepo,Rob Kimmons,0,21,13,15,7,0,0,2,0,0,20,12,12,4,1,1,0,0,10,63,Submission,3,1,1:54,1,0,0.777777671813965,-0.777777671813965
Rob Kimmons,Jorge Rivera,Jorge Rivera,0,120,88,54,23,3,1,0,0,1,224,135,136,66,0,0,0,0,179,439,KO/TKO,3,3,1:53,0,1,0.55555534362793,-0.55555534362793
Rob Kimmons,Dan Miller,Dan Miller,0,2,1,1,0,1,0,0,0,0,11,8,1,0,0,0,2,0,8,62,Submission,3,1,1:27,0,1,1.02777767181396,-1.02777767181396
Rob Kimmons,Steve Steinbeiss,Rob Kimmons,0,167,126,65,38,8,4,2,0,0,193,148,129,85,1,0,0,0,409,303,Decision,3,3,5:00,1,0,0.527777671813965,-0.527777671813965
Rob Kimmons,Rob Yundt,Rob Kimmons,0,29,25,13,9,1,1,4,0,0,46,45,6,5,1,1,0,0,93,132,Submission,3,1,3:58,1,0,0.977777719497681,-0.977777719497681
Rob Kimmons,Kyle Noke,Kyle Noke,0,49,35,30,16,1,0,0,1,0,57,43,38,25,4,3,2,0,80,242,Submission,3,2,1:33,0,1,0.577777624130249,-0.577777624130249
Rob MacDonald,Kristian Rothaermel,Rob MacDonald,0,23,14,17,10,4,4,3,0,0,19,16,6,3,3,0,0,0,168,0,Submission,3,1,4:01,1,0,-8.33333730697632e-02,8.33333730697632e-02
Rob MacDonald,Eric Schafer,Eric Schafer,0,8,6,4,2,1,0,0,0,0,24,21,10,7,0,0,2,0,0,89,Submission,3,1,2:26,0,1,-0.5,0.5
Robbie Lawler,Pete Spratt,Pete Spratt,0,34,24,25,15,2,2,0,0,0,33,25,27,19,1,1,0,0,137,99,Submission,3,2,2:28,0,1,0.78804349899292,-0.78804349899292
Robbie Lawler,Chris Lytle,Robbie Lawler,1,93,51,72,30,4,3,0,1,0,125,64,97,37,1,1,1,0,291,24,Decision,3,3,5:00,1,0,0.152777791023254,-0.152777791023254
Robbie Lawler,Tyron Woodley,Tyron Woodley,0,7,4,6,3,0,0,0,0,1,11,8,11,8,0,0,0,0,0,19,KO/TKO,5,1,2:12,0,1,-0.839285612106323,0.839285612106323
Robbie Lawler,Rory MacDonald,Robbie Lawler,1,126,65,102,44,0,0,0,1,0,111,41,107,37,6,4,1,0,141,185,Decision,3,3,5:00,1,0,-2.875,2.875
Robbie Lawler,Rory MacDonald,Robbie Lawler,1,163,76,156,70,0,0,0,0,0,223,87,222,86,4,0,0,0,11,2,KO/TKO,5,5,1:00,1,0,-2.875,2.875
Robbie Lawler,Bobby Voelker,Robbie Lawler,1,51,32,46,28,1,1,0,0,0,44,11,42,10,0,0,0,0,73,0,KO/TKO,3,2,0:24,1,0,0.413461565971375,-0.413461565971375
Robbie Lawler,Aaron Riley,Robbie Lawler,1,176,87,153,64,8,6,0,0,0,170,93,130,55,3,0,1,0,269,86,Decision,3,3,5:00,1,0,-0.267857074737549,0.267857074737549
Robbie Lawler,Evan Tanner,Evan Tanner,0,15,4,14,3,1,1,0,0,0,17,6,17,6,0,0,1,0,33,0,Submission,3,1,2:22,0,1,-2.125,2.125
Robbie Lawler,Neil Magny,Neil Magny,0,62,41,45,26,1,0,0,1,0,144,116,88,62,7,4,0,0,93,494,Decision,3,3,5:00,0,1,-0.458333253860474,0.458333253860474
Robbie Lawler,Niko Price,Robbie Lawler,1,10,8,10,8,0,0,0,0,0,7,2,7,2,0,0,0,0,0,0,KO/TKO,3,1,0:38,1,0,-0.267857074737549,0.267857074737549
Robert Lucarelli,Orlando Wiet,Orlando Wiet,0,6,2,6,2,1,1,1,0,0,15,11,12,8,0,0,0,0,0,0,KO/TKO,,1,2:50,0,1,-0.200000002980232,0.200000002980232
Robert McDaniel,Gilbert Smith,Robert McDaniel,0,117,97,54,35,0,0,3,2,0,45,24,34,14,5,3,1,1,377,230,Submission,3,3,2:49,1,0,0.799999952316284,-0.799999952316284
Robert McDaniel,Brad Tavares,Brad Tavares,0,78,35,56,14,3,1,0,0,0,87,38,79,30,1,0,0,0,282,97,Decision,3,3,5:00,0,1,0.577777624130249,-0.577777624130249
Robert McDaniel,Sean Strickland,Sean Strickland,0,10,4,10,4,1,1,0,0,0,39,24,35,20,2,1,1,0,26,155,Submission,3,1,4:33,0,1,-2.79999995231628,2.79999995231628
Robert Peralta,Jason Young,Robert Peralta,1,17,7,17,7,0,0,0,0,0,2,2,2,2,0,0,0,0,3,0,KO/TKO,3,1,0:23,1,0,0.75,-0.75
Robert Peralta,Thiago Tavares,Thiago Tavares,0,5,3,2,0,0,0,0,0,0,63,45,31,18,3,2,1,0,0,232,Submission,3,1,4:27,0,1,-0.75,0.75
Robert Sanchez,Joby Sanchez,Robert Sanchez,0,3,2,3,2,3,3,1,0,0,9,5,5,1,0,0,0,0,90,0,Submission,3,1,1:50,1,0,1.25,-1.25
Rodrigo Damm,Mizuto Hirota,Rodrigo Damm,0,163,77,162,76,7,2,0,0,0,212,113,199,102,1,0,0,0,104,0,Decision,3,3,5:00,1,0,-0.355555534362793,0.355555534362793
Rodrigo Damm,Ivan Jorge,Rodrigo Damm,0,171,69,170,68,1,1,1,0,0,164,68,159,63,9,0,1,1,11,118,Decision,3,3,5:00,1,0,-2.41269850730896,2.41269850730896
Rodrigo Damm,Anistavio Medeiros,Rodrigo Damm,0,22,12,21,11,0,0,1,0,0,18,8,18,8,0,0,0,0,33,0,Submission,3,1,2:12,1,0,-0.455555558204651,0.455555558204651
Rodrigo Damm,Rashid Magomedov,Rashid Magomedov,0,117,42,104,37,4,0,0,0,1,164,66,161,63,0,0,0,0,108,42,Decision,3,3,5:00,0,1,-8.55555558204651,8.55555558204651
Rodrigo Damm,Al Iaquinta,Al Iaquinta,0,177,57,177,57,5,0,0,0,1,221,93,221,93,0,0,0,0,10,6,KO/TKO,3,3,2:26,0,1,-0.555555582046509,0.555555582046509
Rodrigo Damm,Evan Dunham,Evan Dunham,0,153,47,153,47,0,0,0,0,0,350,156,344,152,2,1,0,0,0,34,Decision,3,3,5:00,0,1,-0.555555582046509,0.555555582046509
Rodrigo de Lima,Neil Magny,Neil Magny,0,41,30,14,5,3,1,2,1,1,57,31,55,30,2,2,0,0,222,38,KO/TKO,3,2,2:32,0,1,0.333333492279053,-0.333333492279053
Rodrigo de Lima,Efrain Escudero,Efrain Escudero,0,83,32,72,24,8,3,0,0,1,245,194,129,94,2,2,0,0,227,371,Decision,3,3,5:00,0,1,0.333333492279053,-0.333333492279053
Roger Bowling,Anthony Njokuani,Anthony Njokuani,0,82,32,76,27,1,1,0,0,1,48,28,46,26,1,0,0,0,54,2,KO/TKO,3,2,2:52,0,1,0.666666626930237,-0.666666626930237
Roger Bowling,Abel Trujillo,Abel Trujillo,0,41,16,33,9,1,0,0,0,0,69,48,64,43,6,5,0,0,42,132,KO/TKO,3,2,1:35,0,1,0.125,-0.125
Roger Gracie,Tim Kennedy,Tim Kennedy,0,31,14,29,12,4,2,0,0,0,145,101,92,54,4,2,0,1,206,371,Decision,3,3,5:00,0,1,1,-1
Roger Hollett,Fabio Maldonado,Fabio Maldonado,0,47,32,44,29,7,2,0,0,0,211,156,151,100,2,1,0,0,267,198,Decision,3,3,5:00,0,1,0.509090900421143,-0.509090900421143
Roger Huerta,Gray Maynard,Gray Maynard,0,192,62,166,40,0,0,0,0,0,100,43,79,23,7,3,1,0,60,194,Decision,3,3,5:00,0,1,0.698412775993347,-0.698412775993347
Roger Narvaez,Elias Theodorou,Elias Theodorou,0,50,17,49,16,0,0,0,0,0,135,55,113,39,4,2,0,0,0,134,KO/TKO,3,2,4:07,0,1,-2.66666674613953,2.66666674613953
Rogerio Bontorin,Bibulatov Magomed,Rogerio Bontorin,0,89,52,77,40,3,1,2,1,0,107,66,98,58,8,4,0,0,178,136,Decision,3,3,5:00,1,0,-3,3
Rogerio Bontorin,Ray Borg,Ray Borg,0,35,24,20,9,2,0,0,0,0,74,60,45,35,19,10,0,0,103,683,Decision,3,3,5:00,0,1,1.40000009536743,-1.40000009536743
Rogerio Bontorin,Brandon Royval,Brandon Royval,0,71,39,58,28,9,8,0,0,0,174,81,132,40,0,0,3,1,461,103,Decision,3,3,5:00,0,1,1.5,-1.5
Rogerio Bontorin,Raulian Paiva,Rogerio Bontorin,0,16,8,15,8,5,2,0,0,0,19,7,15,3,0,0,0,0,79,0,KO/TKO,3,1,2:56,1,0,-0.199999809265137,0.199999809265137
Rogerio Bontorin,Kai Kara-France,Kai Kara-France,0,43,27,17,6,1,1,2,0,1,32,21,22,13,0,0,0,0,195,1,KO/TKO,3,1,4:55,0,1,1.81818175315857,-1.81818175315857
Rogerio Nogueira,Mauricio Rua,Mauricio Rua,0,129,75,100,46,0,0,0,0,0,129,78,103,54,4,2,0,0,81,177,Decision,3,3,5:00,0,1,0.371428489685059,-0.371428489685059
Rogerio Nogueira,Tito Ortiz,Rogerio Nogueira,1,119,80,90,54,0,0,0,0,0,21,13,17,9,1,0,0,0,96,56,KO/TKO,3,1,3:15,1,0,0.716666579246521,-0.716666579246521
Rogerio Nogueira,Mauricio Rua,Mauricio Rua,0,177,73,166,63,0,0,1,0,0,130,82,98,53,5,2,0,0,13,259,Decision,3,3,5:00,0,1,0.371428489685059,-0.371428489685059
Rogerio Nogueira,Ryan Spann,Ryan Spann,0,24,6,24,6,0,0,0,0,1,32,13,32,13,2,1,1,0,0,44,KO/TKO,3,1,2:07,0,1,-3.33333015441895e-02,3.33333015441895e-02
Roland Delorme,Michinori Tanaka,Michinori Tanaka,0,44,25,20,2,1,1,0,1,0,103,78,37,21,4,3,1,1,21,613,Decision,3,3,5:00,0,1,-1.86666679382324,1.86666679382324
Roland Delorme,Josh Ferguson,Roland Delorme,1,104,86,53,36,5,2,2,1,0,80,50,58,34,1,0,0,1,88,299,Submission,3,3,0:22,1,0,-0.200000047683716,0.200000047683716
Roland Delorme,Yuta Sasaki,Yuta Sasaki,0,4,1,4,1,0,0,0,0,0,8,5,8,5,1,0,1,0,0,32,Submission,3,1,1:06,0,1,-1.70000004768372,1.70000004768372
Roland Delorme,Nick Denis,Roland Delorme,0,56,40,42,26,5,1,2,0,0,60,37,43,24,1,1,0,0,34,126,Submission,3,1,4:59,1,0,-1.86666679382324,1.86666679382324
Roland Delorme,Edwin Figueroa,Roland Delorme,0,100,65,45,22,11,6,2,0,0,109,60,89,42,0,0,2,2,564,214,Decision,3,3,5:00,1,0,0,0
Rolando Bedoya,Khaos Williams,Khaos Williams,0,210,150,209,149,2,0,0,0,0,284,131,283,130,0,0,0,0,7,73,Decision,3,3,5:00,0,1,0,0
Rolando Bedoya,Song Kenan,Song Kenan,0,260,112,258,112,4,0,0,0,1,161,85,149,75,0,0,0,0,33,40,Decision,3,3,5:00,0,1,1.8095235824585,-1.8095235824585
Rolando Delgado,John Polakowski,Rolando Delgado,1,59,44,27,15,4,1,3,0,0,28,4,23,1,0,0,1,0,246,21,Submission,3,2,2:18,1,0,0.833333373069763,-0.833333373069763
Rolando Delgado,Andre Winner,Andre Winner,0,47,13,45,11,0,0,0,0,2,28,14,28,14,0,0,0,0,10,13,KO/TKO,3,1,3:22,0,1,-7.57575035095215e-02,7.57575035095215e-02
Rolando Delgado,Paul Kelly,Paul Kelly,0,59,42,28,14,5,1,3,1,0,134,90,74,32,1,1,2,2,243,474,Decision,3,3,5:00,0,1,-0.966666579246521,0.966666579246521
Rolando Dy,Teruto Ishihara,Teruto Ishihara,0,89,52,85,48,0,0,0,0,1,127,77,98,50,6,2,0,0,1,356,Decision,3,3,5:00,0,1,-0.142857193946838,0.142857193946838
Rolando Dy,Shane Young,Shane Young,0,153,58,152,57,0,0,0,0,0,230,116,215,104,5,1,0,0,0,104,KO/TKO,3,2,4:40,0,1,-0.339285731315613,0.339285731315613
"Roldan Sangcha'an",Richie Vaculik,Richie Vaculik,0,85,40,81,36,2,1,0,1,0,82,55,50,27,15,4,2,1,53,427,Decision,3,3,5:00,0,1,-0.5,0.5
Roman Bogatov,Leonardo Santos,Leonardo Santos,0,155,81,117,50,11,1,0,1,0,181,116,119,66,2,1,0,0,367,94,Decision,3,3,5:00,0,1,7.42857146263123,-7.42857146263123
Roman Dolidze,Khadis Ibragimov,Roman Dolidze,1,22,19,22,19,0,0,0,0,0,20,10,14,4,0,0,0,0,3,34,KO/TKO,3,1,4:15,1,0,4,-4
Roman Dolidze,Trevin Giles,Trevin Giles,0,110,75,67,32,3,1,2,1,0,73,43,57,27,2,1,1,0,255,75,Decision,3,3,5:00,0,1,2.79999995231628,-2.79999995231628
Roman Dolidze,Laureano Staropoli,Roman Dolidze,0,89,52,39,14,9,5,0,0,0,63,25,38,9,5,3,0,0,577,50,Decision,3,3,5:00,1,0,4.20000004768372,-4.20000004768372
Roman Dolidze,Phil Hawes,Roman Dolidze,1,57,29,42,18,0,0,1,0,0,31,15,26,11,1,1,0,0,2,46,KO/TKO,3,1,4:09,1,0,3.59999990463257,-3.59999990463257
Roman Dolidze,Jack Hermansson,Roman Dolidze,0,73,39,54,25,0,0,3,0,0,80,48,79,47,3,2,0,0,30,112,KO/TKO,3,2,4:06,1,0,3.125,-3.125
Roman Dolidze,Marvin Vettori,Marvin Vettori,0,192,71,192,71,1,0,0,0,0,218,106,218,106,0,0,0,0,14,0,Decision,3,3,5:00,0,1,3.28571438789368,-3.28571438789368
